run,pattern,uptake_factor,peak_ngu,auc_ngu_ms,excess_auc_ngu_ms,time_above_ms,near_saturation_ms,clearance_ms
93,Burst,1.0,4.2578255298877,626.1369812013244,329.0389278961635,236.5,147.0,68.0
94,Burst,1.0,3.880726852566208,532.937858373909,257.16031403663794,215.75,120.5,67.25
95,Burst,1.0,4.170083655259806,534.7773149325941,258.7453917754069,215.25,120.25,58.75
96,Burst,1.0,4.55455120690905,669.7353353457715,362.5070918819744,247.0,157.25,74.75
97,Burst,1.0,4.155290741452999,555.968468056642,274.2639602817103,222.25,129.5,67.0
98,Burst,1.0,3.949825238113577,609.7383613742658,317.4122533907779,235.25,145.5,70.0
99,Burst,1.0,4.049989286454814,575.5347073510677,290.27304512897007,221.5,135.75,73.5
100,Burst,1.0,3.819904609107666,543.2079021744092,265.9712188364071,213.5,127.5,69.5
101,Burst,1.0,4.319606917322329,633.0970276270252,335.1118556195156,233.75,150.75,74.75
102,Burst,1.0,3.726050732747621,525.4183471591101,251.7364618572215,215.75,118.0,61.25
103,Burst,1.0,4.227968499775482,637.3062583718385,336.63175919209635,242.5,154.25,68.25
104,Burst,1.0,4.4996156395422195,614.9059368477957,319.6270003369854,234.25,140.75,79.0
105,Burst,1.0,4.356688033844684,618.4011090390154,324.294619586453,235.75,148.75,77.25
106,Burst,1.0,4.56049929247292,622.6068121673271,329.21536197945755,238.0,147.25,75.75
107,Burst,1.0,3.4302928750524018,484.12382789244435,220.15470389684293,202.25,106.0,65.5
108,Burst,1.0,4.086782372194378,577.3661792319442,290.3711365006625,225.25,133.75,63.75
109,Burst,1.0,3.8350289412311906,536.6192889951701,260.1428912476648,213.5,126.0,68.0
110,Burst,1.0,4.21591989164005,533.7659315522758,257.8168627246825,216.0,122.5,64.25
111,Burst,1.0,4.4246893538541805,586.8534181259917,299.25738370518906,225.5,138.25,78.0
112,Burst,1.0,4.305228996925485,611.9731905803862,318.03535239535086,229.5,144.5,71.5
113,Burst,1.0,4.038299093563237,541.8108914079195,263.96666513221885,219.0,123.25,73.25
114,Burst,1.0,4.203894661058399,630.0380470435027,330.26959666064437,238.5,149.0,72.0
115,Burst,1.0,3.673487345783415,506.83768790612226,236.84698411145263,206.75,113.5,67.5
116,Burst,1.0,3.628608743853067,503.38054595354737,233.47770078345738,206.75,111.75,65.0
117,Burst,1.0,4.134931931938036,612.1762795735394,317.6961371376289,236.5,145.5,71.5
118,Burst,1.0,4.158858717876521,618.9434213965257,322.3463565235138,237.25,146.0,74.75
119,Burst,1.0,3.887617848626876,575.053153991696,289.8237361390862,227.75,135.75,64.75
120,Burst,1.0,3.9428515169292004,565.195582174632,280.7354739005527,222.25,130.0,72.0
121,Burst,1.0,4.132313466859834,545.2843719702984,265.1282932911761,217.75,124.5,63.75
122,Burst,1.0,3.9915155975337138,536.3107028774101,260.424958438845,213.0,122.5,72.75
123,Burst,1.0,4.108455050269538,592.520225866873,303.1615083598765,229.5,140.0,70.75
124,Burst,1.0,4.0662735974510795,556.9708715944879,275.52801515321465,216.75,132.0,66.5
125,Burst,1.0,4.159946650182062,569.6718424986522,284.4790438070387,226.0,131.0,69.0
126,Burst,1.0,4.264328253711753,606.8386220303169,315.57835924837747,230.75,146.75,73.75
127,Burst,1.0,3.9539676967366653,535.7940799590593,258.9687171885368,215.25,122.5,64.75
128,Burst,1.0,3.8799653914191663,545.2455283193061,264.9793819447097,220.75,125.25,69.75
129,Burst,1.0,4.00271021139986,601.1825837305818,309.8689535306709,227.5,144.5,70.25
