model,pulse_size_over_km,burst_interval_over_single_pulse_t90,burst_tonic_auc_ratio
Michaelis-Menten,0.1261914688960387,0.2009509145207664,1.0352429524935847
Michaelis-Menten,0.15171551500583677,0.2009509145207664,1.0409432386538586
Michaelis-Menten,0.18240216787118196,0.2009509145207664,1.046935686742032
Michaelis-Menten,0.21929563922863704,0.2009509145207664,1.0527529376133657
Michaelis-Menten,0.2636513477112815,0.2009509145207664,1.057532334055801
Michaelis-Menten,0.3169786384922227,0.2009509145207664,1.0598147990763216
Michaelis-Menten,0.38109214359264953,0.2009509145207664,1.0573519808079246
Michaelis-Menten,0.45817353055355475,0.2009509145207664,1.0471673870000993
Michaelis-Menten,0.5508457406676333,0.2009509145207664,1.0266341083154555
Michaelis-Menten,0.6622622429651823,0.2009509145207664,0.9970150328377838
Michaelis-Menten,0.7962143411069947,0.2009509145207664,0.968132635149553
Michaelis-Menten,0.9572601846452766,0.2009509145207664,0.9531305058764508
Michaelis-Menten,1.150879874674314,0.2009509145207664,0.9539008448961944
Michaelis-Menten,1.3836619418378735,0.2009509145207664,0.962589454939389
Michaelis-Menten,1.663527542205342,0.2009509145207664,0.9724482236275428
Michaelis-Menten,2.0,0.2009509145207664,0.9806817134837195
Transporter-state,0.02,0.2009509145207664,0.9940651372726197
Transporter-state,0.024045288692348264,0.2009509145207664,0.9906813066884094
Transporter-state,0.02890879541491855,0.2009509145207664,0.9839796745761292
Transporter-state,0.03475601657498751,0.2009509145207664,0.9705794627308544
Transporter-state,0.0417859226170808,0.2009509145207664,0.9568613446142332
Transporter-state,0.050237728630191596,0.2009509145207664,0.9589626956752639
Transporter-state,0.06039903440804033,0.2009509145207664,0.967338215889914
Transporter-state,0.07261561095402029,0.2009509145207664,0.9752343229216553
Transporter-state,0.08730316644803322,0.2009509145207664,0.9824818461775225
Transporter-state,0.10496149204995453,0.2009509145207664,0.9875439571734124
Transporter-state,0.1261914688960387,0.2009509145207664,0.9908049521856656
Transporter-state,0.15171551500583677,0.2009509145207664,0.9932331540979653
Transporter-state,0.18240216787118196,0.2009509145207664,0.9951731195000098
Transporter-state,0.21929563922863704,0.2009509145207664,0.9966739187880431
Transporter-state,0.2636513477112815,0.2009509145207664,0.997767132209858
Transporter-state,0.3169786384922227,0.2009509145207664,0.9985289691124253
Transporter-state,0.38109214359264953,0.2009509145207664,0.9990472417915348
Transporter-state,0.45817353055355475,0.2009509145207664,0.9993958526472355
Transporter-state,0.5508457406676333,0.2009509145207664,0.9996291105068034
Transporter-state,0.6622622429651823,0.2009509145207664,0.9997846147627537
Transporter-state,0.7962143411069947,0.2009509145207664,0.9998877723783393
Transporter-state,0.9572601846452766,0.2009509145207664,0.9999556270603576
Transporter-state,1.150879874674314,0.2009509145207664,0.9999996105481432
Transporter-state,1.3836619418378735,0.2009509145207664,1.0000274337576736
Transporter-state,1.663527542205342,0.2009509145207664,1.0000587655424968
Transporter-state,2.0,0.2009509145207664,1.0001637186339136
Linear,0.02,0.24159613763216126,1.0000000000000033
Linear,0.024045288692348264,0.24159613763216126,0.9999999999999956
Linear,0.02890879541491855,0.24159613763216126,0.9999999999999979
Linear,0.03475601657498751,0.24159613763216126,1.0000000000000053
Linear,0.0417859226170808,0.24159613763216126,0.9999999999999986
Linear,0.050237728630191596,0.24159613763216126,1.0000000000000016
Linear,0.06039903440804033,0.24159613763216126,0.9999999999999996
Linear,0.07261561095402029,0.24159613763216126,1.0000000000000042
Linear,0.08730316644803322,0.24159613763216126,0.9999999999999977
Linear,0.10496149204995453,0.24159613763216126,0.9999999999999993
Linear,0.1261914688960387,0.24159613763216126,1.0000000000000027
Linear,0.15171551500583677,0.24159613763216126,1.0000000000000013
Linear,0.18240216787118196,0.24159613763216126,0.9999999999999989
Linear,0.21929563922863704,0.24159613763216126,1.0000000000000009
Linear,0.2636513477112815,0.24159613763216126,0.9999999999999978
Linear,0.3169786384922227,0.24159613763216126,0.9999999999999962
Linear,0.38109214359264953,0.24159613763216126,0.9999999999999976
Linear,0.45817353055355475,0.24159613763216126,1.0000000000000029
Linear,0.5508457406676333,0.24159613763216126,0.9999999999999996
Linear,0.6622622429651823,0.24159613763216126,0.9999999999999977
Linear,0.7962143411069947,0.24159613763216126,0.999999999999999
Linear,0.9572601846452766,0.24159613763216126,0.999999999999999
Linear,1.150879874674314,0.24159613763216126,1.000000000000003
Linear,1.3836619418378735,0.24159613763216126,0.9999999999999988
Linear,1.663527542205342,0.24159613763216126,0.9999999999999999
Linear,2.0,0.24159613763216126,0.9999999999999977
Michaelis-Menten,0.02,0.24159613763216126,1.0063210061250207
Michaelis-Menten,0.024045288692348264,0.24159613763216126,1.0075958337736923
Michaelis-Menten,0.02890879541491855,0.24159613763216126,1.0091262435063628
Michaelis-Menten,0.03475601657498751,0.24159613763216126,1.0109624426342643
Michaelis-Menten,0.0417859226170808,0.24159613763216126,1.0131637654102523
Michaelis-Menten,0.050237728630191596,0.24159613763216126,1.0157997776285752
Michaelis-Menten,0.06039903440804033,0.24159613763216126,1.0189510522030212
Michaelis-Menten,0.07261561095402029,0.24159613763216126,1.0227091282394782
Michaelis-Menten,0.08730316644803322,0.24159613763216126,1.027174744423749
Michaelis-Menten,0.10496149204995453,0.24159613763216126,1.0324526880402143
Michaelis-Menten,0.1261914688960387,0.24159613763216126,1.0386402916831765
Michaelis-Menten,0.15171551500583677,0.24159613763216126,1.0458043821507472
Michaelis-Menten,0.18240216787118196,0.24159613763216126,1.0539378555490804
Michaelis-Menten,0.21929563922863704,0.24159613763216126,1.0628815654008499
Michaelis-Menten,0.2636513477112815,0.24159613763216126,1.0721900859832074
Michaelis-Menten,0.3169786384922227,0.24159613763216126,1.080914019165394
Michaelis-Menten,0.38109214359264953,0.24159613763216126,1.0872779359275875
Michaelis-Menten,0.45817353055355475,0.24159613763216126,1.088287319308678
Michaelis-Menten,0.5508457406676333,0.24159613763216126,1.079512100664366
Michaelis-Menten,0.6622622429651823,0.24159613763216126,1.0560079677350869
Michaelis-Menten,0.7962143411069947,0.24159613763216126,1.0169867120701994
Michaelis-Menten,0.9572601846452766,0.24159613763216126,0.975054108992174
Michaelis-Menten,1.150879874674314,0.24159613763216126,0.9518277826844911
Michaelis-Menten,1.3836619418378735,0.24159613763216126,0.9513614419998382
Michaelis-Menten,1.663527542205342,0.24159613763216126,0.9613257879844774
Michaelis-Menten,2.0,0.24159613763216126,0.9722757832697443
Transporter-state,0.02,0.24159613763216126,0.9935343353498145
Transporter-state,0.024045288692348264,0.24159613763216126,0.9899817713044143
Transporter-state,0.02890879541491855,0.24159613763216126,0.9829959482460945
Transporter-state,0.03475601657498751,0.24159613763216126,0.9684832773685604
Transporter-state,0.0417859226170808,0.24159613763216126,0.95007995169308
Transporter-state,0.050237728630191596,0.24159613763216126,0.9496511133261943
Transporter-state,0.06039903440804033,0.24159613763216126,0.959272472696312
Transporter-state,0.07261561095402029,0.24159613763216126,0.9689878304499073
Transporter-state,0.08730316644803322,0.24159613763216126,0.9778745898578698
Transporter-state,0.10496149204995453,0.24159613763216126,0.9842208999837352
Transporter-state,0.1261914688960387,0.24159613763216126,0.9882840007834409
Transporter-state,0.15171551500583677,0.24159613763216126,0.9913895254860973
Transporter-state,0.18240216787118196,0.24159613763216126,0.9939097851877845
Transporter-state,0.21929563922863704,0.24159613763216126,0.9958316756900026
Transporter-state,0.2636513477112815,0.24159613763216126,0.9971953821619384
Transporter-state,0.3169786384922227,0.24159613763216126,0.998123198406004
Transporter-state,0.38109214359264953,0.24159613763216126,0.9987428803755225
Transporter-state,0.45817353055355475,0.24159613763216126,0.9991540137593871
Transporter-state,0.5508457406676333,0.24159613763216126,0.9994261530945111
Transporter-state,0.6622622429651823,0.24159613763216126,0.9996058899501745
Transporter-state,0.7962143411069947,0.24159613763216126,0.9997240393635768
Transporter-state,0.9572601846452766,0.24159613763216126,0.9998009566377201
Transporter-state,1.150879874674314,0.24159613763216126,0.9998501389449839
Transporter-state,1.3836619418378735,0.24159613763216126,0.9998982714310679
Transporter-state,1.663527542205342,0.24159613763216126,1.0000524141866631
Transporter-state,2.0,0.24159613763216126,1.0000635457082443
Linear,0.02,0.29046244381608105,0.9999999999999974
Linear,0.024045288692348264,0.29046244381608105,0.9999999999999976
Linear,0.02890879541491855,0.29046244381608105,0.9999999999999991
Linear,0.03475601657498751,0.29046244381608105,1.0000000000000002
Linear,0.0417859226170808,0.29046244381608105,0.9999999999999936
Linear,0.050237728630191596,0.29046244381608105,1.0000000000000013
Linear,0.06039903440804033,0.29046244381608105,1.0000000000000009
Linear,0.07261561095402029,0.29046244381608105,1.0000000000000027
Linear,0.08730316644803322,0.29046244381608105,0.9999999999999952
Linear,0.10496149204995453,0.29046244381608105,0.9999999999999963
Linear,0.1261914688960387,0.29046244381608105,1.0000000000000013
Linear,0.15171551500583677,0.29046244381608105,0.9999999999999967
Linear,0.18240216787118196,0.29046244381608105,0.999999999999999
Linear,0.21929563922863704,0.29046244381608105,0.9999999999999983
Linear,0.2636513477112815,0.29046244381608105,0.9999999999999984
Linear,0.3169786384922227,0.29046244381608105,1.0000000000000004
Linear,0.38109214359264953,0.29046244381608105,1.0000000000000018
Linear,0.45817353055355475,0.29046244381608105,0.9999999999999987
Linear,0.5508457406676333,0.29046244381608105,1.0000000000000007
Linear,0.6622622429651823,0.29046244381608105,1.0000000000000027
Linear,0.7962143411069947,0.29046244381608105,0.9999999999999983
Linear,0.9572601846452766,0.29046244381608105,0.9999999999999992
Linear,1.150879874674314,0.29046244381608105,0.9999999999999996
Linear,1.3836619418378735,0.29046244381608105,1.0000000000000022
Linear,1.663527542205342,0.29046244381608105,1.0000000000000004
Linear,2.0,0.29046244381608105,0.9999999999999996
Michaelis-Menten,0.02,0.29046244381608105,1.0061400547042125
Michaelis-Menten,0.024045288692348264,0.29046244381608105,1.0073883001958688
Michaelis-Menten,0.02890879541491855,0.29046244381608105,1.008891499475006
Michaelis-Menten,0.03475601657498751,0.29046244381608105,1.0107020598080594
Michaelis-Menten,0.0417859226170808,0.29046244381608105,1.0128831537097984
Michaelis-Menten,0.050237728630191596,0.29046244381608105,1.0155108016094418
Michaelis-Menten,0.06039903440804033,0.29046244381608105,1.0186761942441869
Michaelis-Menten,0.07261561095402029,0.29046244381608105,1.022488104103042
Michaelis-Menten,0.08730316644803322,0.29046244381608105,1.0270750137031968
Michaelis-Menten,0.10496149204995453,0.29046244381608105,1.0325861486763046
Michaelis-Menten,0.1261914688960387,0.29046244381608105,1.0391897517560185
Michaelis-Menten,0.15171551500583677,0.29046244381608105,1.0470653211512073
Michaelis-Menten,0.18240216787118196,0.29046244381608105,1.056383566730581
Michaelis-Menten,0.21929563922863704,0.29046244381608105,1.0672625756434653
Michaelis-Menten,0.2636513477112815,0.29046244381608105,1.0796799083679876
Michaelis-Menten,0.3169786384922227,0.29046244381608105,1.0933071912237
Michaelis-Menten,0.38109214359264953,0.29046244381608105,1.107217975605715
Michaelis-Menten,0.45817353055355475,0.29046244381608105,1.1194121814778604
Michaelis-Menten,0.5508457406676333,0.29046244381608105,1.1261406843638173
Michaelis-Menten,0.6622622429651823,0.29046244381608105,1.1212337754359418
Michaelis-Menten,0.7962143411069947,0.29046244381608105,1.096507454526968
Michaelis-Menten,0.9572601846452766,0.29046244381608105,1.0471455005976398
Michaelis-Menten,1.150879874674314,0.29046244381608105,0.9875314721970081
Michaelis-Menten,1.3836619418378735,0.29046244381608105,0.9523452868376552
Michaelis-Menten,1.663527542205342,0.29046244381608105,0.9500606323441011
Michaelis-Menten,2.0,0.29046244381608105,0.9613571828844915
Transporter-state,0.02,0.29046244381608105,0.9929227335096391
Transporter-state,0.024045288692348264,0.29046244381608105,0.9892356894339287
Transporter-state,0.02890879541491855,0.29046244381608105,0.9821109364892081
Transporter-state,0.03475601657498751,0.29046244381608105,0.9669888735487321
Transporter-state,0.0417859226170808,0.29046244381608105,0.9435341287637803
Transporter-state,0.050237728630191596,0.29046244381608105,0.9383244867674312
Transporter-state,0.06039903440804033,0.29046244381608105,0.9490782434124749
Transporter-state,0.07261561095402029,0.29046244381608105,0.9611571925317726
Transporter-state,0.08730316644803322,0.29046244381608105,0.9721743105495
Transporter-state,0.10496149204995453,0.29046244381608105,0.980239726345952
Transporter-state,0.1261914688960387,0.29046244381608105,0.9853334914803301
Transporter-state,0.15171551500583677,0.29046244381608105,0.989318824631529
Transporter-state,0.18240216787118196,0.29046244381608105,0.9925864636531754
Transporter-state,0.21929563922863704,0.29046244381608105,0.9950283612882909
Transporter-state,0.2636513477112815,0.29046244381608105,0.9967133057089431
Transporter-state,0.3169786384922227,0.29046244381608105,0.9978330221135322
Transporter-state,0.38109214359264953,0.29046244381608105,0.9985674639082146
Transporter-state,0.45817353055355475,0.29046244381608105,0.9990477221646304
Transporter-state,0.5508457406676333,0.29046244381608105,0.9993615629892743
Transporter-state,0.6622622429651823,0.29046244381608105,0.9995662250799794
Transporter-state,0.7962143411069947,0.29046244381608105,0.9996988751505047
Transporter-state,0.9572601846452766,0.29046244381608105,0.9997836873615967
Transporter-state,1.150879874674314,0.29046244381608105,0.9998574026171432
Transporter-state,1.3836619418378735,0.29046244381608105,1.0000903128339
Transporter-state,1.663527542205342,0.29046244381608105,1.000104420356647
Transporter-state,2.0,0.29046244381608105,1.0002396441649852
Linear,0.02,0.3492126657921327,1.0000000000000009
Linear,0.024045288692348264,0.3492126657921327,0.9999999999999988
Linear,0.02890879541491855,0.3492126657921327,0.9999999999999966
Linear,0.03475601657498751,0.3492126657921327,0.9999999999999956
Linear,0.0417859226170808,0.3492126657921327,0.9999999999999993
Linear,0.050237728630191596,0.3492126657921327,1.0000000000000018
Linear,0.06039903440804033,0.3492126657921327,1.0000000000000004
Linear,0.07261561095402029,0.3492126657921327,0.9999999999999988
Linear,0.08730316644803322,0.3492126657921327,1.000000000000002
Linear,0.10496149204995453,0.3492126657921327,1.0000000000000029
Linear,0.1261914688960387,0.3492126657921327,0.9999999999999979
Linear,0.15171551500583677,0.3492126657921327,1.000000000000002
Linear,0.18240216787118196,0.3492126657921327,1.0000000000000002
Linear,0.21929563922863704,0.3492126657921327,1.0
Linear,0.2636513477112815,0.3492126657921327,1.000000000000002
Linear,0.3169786384922227,0.3492126657921327,1.0
Linear,0.38109214359264953,0.3492126657921327,1.000000000000002
Linear,0.45817353055355475,0.3492126657921327,0.9999999999999991
Linear,0.5508457406676333,0.3492126657921327,1.0000000000000002
Linear,0.6622622429651823,0.3492126657921327,0.9999999999999997
Linear,0.7962143411069947,0.3492126657921327,1.0000000000000009
Linear,0.9572601846452766,0.3492126657921327,1.0000000000000016
Linear,1.150879874674314,0.3492126657921327,1.0000000000000004
Linear,1.3836619418378735,0.3492126657921327,0.9999999999999998
Linear,1.663527542205342,0.3492126657921327,0.9999999999999969
Linear,2.0,0.3492126657921327,1.0000000000000016
Michaelis-Menten,0.02,0.3492126657921327,1.0056628552573996
Michaelis-Menten,0.024045288692348264,0.3492126657921327,1.0068197267030075
Michaelis-Menten,0.02890879541491855,0.3492126657921327,1.0082155737241052
Michaelis-Menten,0.03475601657498751,0.3492126657921327,1.0099008466835582
Michaelis-Menten,0.0417859226170808,0.3492126657921327,1.0119370552773885
Michaelis-Menten,0.050237728630191596,0.3492126657921327,1.0143993120803987
Michaelis-Menten,0.06039903440804033,0.3492126657921327,1.0173794610128681
Michaelis-Menten,0.07261561095402029,0.3492126657921327,1.0209898790398821
Michaelis-Menten,0.08730316644803322,0.3492126657921327,1.0253679848283226
Michaelis-Menten,0.10496149204995453,0.3492126657921327,1.0306813318610821
Michaelis-Menten,0.1261914688960387,0.3492126657921327,1.0371327870570872
Michaelis-Menten,0.15171551500583677,0.3492126657921327,1.0449644586455136
Michaelis-Menten,0.18240216787118196,0.3492126657921327,1.0544572648643487
Michaelis-Menten,0.21929563922863704,0.3492126657921327,1.0659194342739928
Michaelis-Menten,0.2636513477112815,0.3492126657921327,1.0796502315706134
Michaelis-Menten,0.3169786384922227,0.3492126657921327,1.0958523977589716
Michaelis-Menten,0.38109214359264953,0.3492126657921327,1.114445404860583
Michaelis-Menten,0.45817353055355475,0.3492126657921327,1.1347010979408938
Michaelis-Menten,0.5508457406676333,0.3492126657921327,1.154592993647302
Michaelis-Menten,0.6622622429651823,0.3492126657921327,1.1697602179905442
Michaelis-Menten,0.7962143411069947,0.3492126657921327,1.1721767384820243
Michaelis-Menten,0.9572601846452766,0.3492126657921327,1.1495467067691814
Michaelis-Menten,1.150879874674314,0.3492126657921327,1.090392694254548
Michaelis-Menten,1.3836619418378735,0.3492126657921327,1.0078066080324972
Michaelis-Menten,1.663527542205342,0.3492126657921327,0.9552126389595057
Michaelis-Menten,2.0,0.3492126657921327,0.9500809395676416
Transporter-state,0.02,0.3492126657921327,0.9923060000516601
Transporter-state,0.024045288692348264,0.3492126657921327,0.9885524839003562
Transporter-state,0.02890879541491855,0.3492126657921327,0.9814981562583555
Transporter-state,0.03475601657498751,0.3492126657921327,0.966523299970356
Transporter-state,0.0417859226170808,0.3492126657921327,0.9388858723139649
Transporter-state,0.050237728630191596,0.3492126657921327,0.9255283539748363
Transporter-state,0.06039903440804033,0.3492126657921327,0.9366181695011353
Transporter-state,0.07261561095402029,0.3492126657921327,0.9515284951535162
Transporter-state,0.08730316644803322,0.3492126657921327,0.9651455152843631
Transporter-state,0.10496149204995453,0.3492126657921327,0.9754062948370484
Transporter-state,0.1261914688960387,0.3492126657921327,0.9817720609329019
Transporter-state,0.15171551500583677,0.3492126657921327,0.9868761004594454
Transporter-state,0.18240216787118196,0.3492126657921327,0.9911044368271978
Transporter-state,0.21929563922863704,0.3492126657921327,0.9941948314262105
Transporter-state,0.2636513477112815,0.3492126657921327,0.9962695503664044
Transporter-state,0.3169786384922227,0.3492126657921327,0.9976179909313024
Transporter-state,0.38109214359264953,0.3492126657921327,0.9984871188531013
Transporter-state,0.45817353055355475,0.3492126657921327,0.9990469811494305
Transporter-state,0.5508457406676333,0.3492126657921327,0.999407597853334
Transporter-state,0.6622622429651823,0.3492126657921327,0.9996391828049866
Transporter-state,0.7962143411069947,0.3492126657921327,0.9997865312299514
Transporter-state,0.9572601846452766,0.3492126657921327,0.9999016001515267
Transporter-state,1.150879874674314,0.3492126657921327,1.0002460125384176
Transporter-state,1.3836619418378735,0.3492126657921327,1.0002783791132912
Transporter-state,1.663527542205342,0.3492126657921327,1.0004663176170419
Transporter-state,2.0,0.3492126657921327,1.0004808082464085
Linear,0.02,0.419845968199818,0.9999999999999969
Linear,0.024045288692348264,0.419845968199818,0.9999999999999973
Linear,0.02890879541491855,0.419845968199818,1.0000000000000013
Linear,0.03475601657498751,0.419845968199818,0.9999999999999993
Linear,0.0417859226170808,0.419845968199818,1.0000000000000022
Linear,0.050237728630191596,0.419845968199818,0.9999999999999957
Linear,0.06039903440804033,0.419845968199818,1.0000000000000002
Linear,0.07261561095402029,0.419845968199818,1.000000000000004
Linear,0.08730316644803322,0.419845968199818,0.999999999999998
Linear,0.10496149204995453,0.419845968199818,0.9999999999999974
Linear,0.1261914688960387,0.419845968199818,1.0000000000000002
Linear,0.15171551500583677,0.419845968199818,1.0000000000000009
Linear,0.18240216787118196,0.419845968199818,0.9999999999999996
Linear,0.21929563922863704,0.419845968199818,0.9999999999999981
Linear,0.2636513477112815,0.419845968199818,0.9999999999999986
Linear,0.3169786384922227,0.419845968199818,0.9999999999999984
Linear,0.38109214359264953,0.419845968199818,1.000000000000001
Linear,0.45817353055355475,0.419845968199818,1.0000000000000009
Linear,0.5508457406676333,0.419845968199818,0.9999999999999993
Linear,0.6622622429651823,0.419845968199818,0.9999999999999998
Linear,0.7962143411069947,0.419845968199818,1.0000000000000002
Linear,0.9572601846452766,0.419845968199818,1.0000000000000013
Linear,1.150879874674314,0.419845968199818,0.9999999999999993
Linear,1.3836619418378735,0.419845968199818,1.0000000000000007
Linear,1.663527542205342,0.419845968199818,1.0000000000000016
Linear,2.0,0.419845968199818,1.0000000000000009
Michaelis-Menten,0.02,0.419845968199818,1.0049665366668712
Michaelis-Menten,0.024045288692348264,0.419845968199818,1.005983904287466
Michaelis-Menten,0.02890879541491855,0.419845968199818,1.007212750176626
Michaelis-Menten,0.03475601657498751,0.419845968199818,1.0086983788252528
Michaelis-Menten,0.0417859226170808,0.419845968199818,1.0104963731847014
Michaelis-Menten,0.050237728630191596,0.419845968199818,1.0126751558400073
Michaelis-Menten,0.06039903440804033,0.419845968199818,1.015319265939789
Michaelis-Menten,0.07261561095402029,0.419845968199818,1.018533564714278
Michaelis-Menten,0.08730316644803322,0.419845968199818,1.0224486323112447
Michaelis-Menten,0.10496149204995453,0.419845968199818,1.0272276541051422
Michaelis-Menten,0.1261914688960387,0.419845968199818,1.033075069161103
Michaelis-Menten,0.15171551500583677,0.419845968199818,1.0402470540282143
Michaelis-Menten,0.18240216787118196,0.419845968199818,1.0490632805205802
Michaelis-Menten,0.21929563922863704,0.419845968199818,1.0599177402442312
Michaelis-Menten,0.2636513477112815,0.419845968199818,1.0732825582474406
Michaelis-Menten,0.3169786384922227,0.419845968199818,1.0896902397405426
Michaelis-Menten,0.38109214359264953,0.419845968199818,1.109662530341004
Michaelis-Menten,0.45817353055355475,0.419845968199818,1.1335221506682849
Michaelis-Menten,0.5508457406676333,0.419845968199818,1.1609726762881023
Michaelis-Menten,0.6622622429651823,0.419845968199818,1.1902688356710271
Michaelis-Menten,0.7962143411069947,0.419845968199818,1.216763754480524
Michaelis-Menten,0.9572601846452766,0.419845968199818,1.2307392147859875
Michaelis-Menten,1.150879874674314,0.419845968199818,1.2152485442613714
Michaelis-Menten,1.3836619418378735,0.419845968199818,1.1492384107203513
Michaelis-Menten,1.663527542205342,0.419845968199818,1.0381500332541134
Michaelis-Menten,2.0,0.419845968199818,0.9595418109851044
Transporter-state,0.02,0.419845968199818,0.9916818508370926
Transporter-state,0.024045288692348264,0.419845968199818,0.9879330516453919
Transporter-state,0.02890879541491855,0.419845968199818,0.981162591908439
Transporter-state,0.03475601657498751,0.419845968199818,0.9671676515752304
Transporter-state,0.0417859226170808,0.419845968199818,0.9379367994578031
Transporter-state,0.050237728630191596,0.419845968199818,0.9124818539211552
Transporter-state,0.06039903440804033,0.419845968199818,0.9207805322742647
Transporter-state,0.07261561095402029,0.419845968199818,0.938643720638925
Transporter-state,0.08730316644803322,0.419845968199818,0.9556424836720431
Transporter-state,0.10496149204995453,0.419845968199818,0.9688961738335865
Transporter-state,0.1261914688960387,0.419845968199818,0.9769610682353665
Transporter-state,0.15171551500583677,0.419845968199818,0.9835465806123062
Transporter-state,0.18240216787118196,0.419845968199818,0.9890571177693211
Transporter-state,0.21929563922863704,0.419845968199818,0.9929950468656573
Transporter-state,0.2636513477112815,0.419845968199818,0.9955727360014094
Transporter-state,0.3169786384922227,0.419845968199818,0.9972155686058075
Transporter-state,0.38109214359264953,0.419845968199818,0.9982583149680709
Transporter-state,0.45817353055355475,0.419845968199818,0.998921091194727
Transporter-state,0.5508457406676333,0.419845968199818,0.9993425136859047
Transporter-state,0.6622622429651823,0.419845968199818,0.999609457620787
Transporter-state,0.7962143411069947,0.419845968199818,0.9997987305195148
Transporter-state,0.9572601846452766,0.419845968199818,1.0002801790724734
Transporter-state,1.150879874674314,0.419845968199818,1.0003750962972167
Transporter-state,1.3836619418378735,0.419845968199818,1.0006403358768143
Transporter-state,1.663527542205342,0.419845968199818,1.0006791603531673
Transporter-state,2.0,0.419845968199818,1.0007687132972223
Linear,0.02,0.5047658755841546,0.9999999999999998
Linear,0.024045288692348264,0.5047658755841546,0.9999999999999996
Linear,0.02890879541491855,0.5047658755841546,1.0000000000000022
Linear,0.03475601657498751,0.5047658755841546,1.0000000000000016
Linear,0.0417859226170808,0.5047658755841546,1.0000000000000029
Linear,0.050237728630191596,0.5047658755841546,0.9999999999999997
Linear,0.06039903440804033,0.5047658755841546,1.0000000000000024
Linear,0.07261561095402029,0.5047658755841546,1.0000000000000004
Linear,0.08730316644803322,0.5047658755841546,1.0000000000000018
Linear,0.10496149204995453,0.5047658755841546,0.9999999999999988
Linear,0.1261914688960387,0.5047658755841546,0.9999999999999992
Linear,0.15171551500583677,0.5047658755841546,0.9999999999999998
Linear,0.18240216787118196,0.5047658755841546,1.0000000000000024
Linear,0.21929563922863704,0.5047658755841546,1.0000000000000022
Linear,0.2636513477112815,0.5047658755841546,1.0000000000000022
Linear,0.3169786384922227,0.5047658755841546,1.0000000000000024
Linear,0.38109214359264953,0.5047658755841546,1.0000000000000016
Linear,0.45817353055355475,0.5047658755841546,1.000000000000002
Linear,0.5508457406676333,0.5047658755841546,0.9999999999999959
Linear,0.6622622429651823,0.5047658755841546,0.9999999999999998
Linear,0.7962143411069947,0.5047658755841546,0.999999999999996
Linear,0.9572601846452766,0.5047658755841546,1.0000000000000002
Linear,1.150879874674314,0.5047658755841546,0.999999999999999
Linear,1.3836619418378735,0.5047658755841546,1.0000000000000009
Linear,1.663527542205342,0.5047658755841546,0.9999999999999971
Linear,2.0,0.5047658755841546,0.9999999999999997
Michaelis-Menten,0.02,0.5047658755841546,1.004139191148049
Michaelis-Menten,0.024045288692348264,0.5047658755841546,1.0049881425969598
Michaelis-Menten,0.02890879541491855,0.5047658755841546,1.0060140837296014
Michaelis-Menten,0.03475601657498751,0.5047658755841546,1.0072551969966566
Michaelis-Menten,0.0417859226170808,0.5047658755841546,1.0087584720010028
Michaelis-Menten,0.050237728630191596,0.5047658755841546,1.010581983975604
Michaelis-Menten,0.06039903440804033,0.5047658755841546,1.0127978622414768
Michaelis-Menten,0.07261561095402029,0.5047658755841546,1.0154961926656634
Michaelis-Menten,0.08730316644803322,0.5047658755841546,1.018790191780925
Michaelis-Menten,0.10496149204995453,0.5047658755841546,1.022823115796632
Michaelis-Menten,0.1261914688960387,0.5047658755841546,1.0277775258508357
Michaelis-Menten,0.15171551500583677,0.5047658755841546,1.0338877022180362
Michaelis-Menten,0.18240216787118196,0.5047658755841546,1.0414561078071152
Michaelis-Menten,0.21929563922863704,0.5047658755841546,1.0508746168309444
Michaelis-Menten,0.2636513477112815,0.5047658755841546,1.0626501467780818
Michaelis-Menten,0.3169786384922227,0.5047658755841546,1.0774308953275116
Michaelis-Menten,0.38109214359264953,0.5047658755841546,1.0960202853440708
Michaelis-Menten,0.45817353055355475,0.5047658755841546,1.1193443023229914
Michaelis-Menten,0.5508457406676333,0.5047658755841546,1.148293172001733
Michaelis-Menten,0.6622622429651823,0.5047658755841546,1.1832788995459067
Michaelis-Menten,0.7962143411069947,0.5047658755841546,1.2232410421300106
Michaelis-Menten,0.9572601846452766,0.5047658755841546,1.2637425343777826
Michaelis-Menten,1.150879874674314,0.5047658755841546,1.2938373796528637
Michaelis-Menten,1.3836619418378735,0.5047658755841546,1.2919641705484832
Michaelis-Menten,1.663527542205342,0.5047658755841546,1.2253131332989664
Michaelis-Menten,2.0,0.5047658755841546,1.082459992395067
Transporter-state,0.02,0.5047658755841546,0.9910875199685985
Transporter-state,0.024045288692348264,0.5047658755841546,0.987403588139668
Transporter-state,0.02890879541491855,0.5047658755841546,0.9810642314607481
Transporter-state,0.03475601657498751,0.5047658755841546,0.9686191957916894
Transporter-state,0.0417859226170808,0.5047658755841546,0.9413076420528123
Transporter-state,0.050237728630191596,0.5047658755841546,0.9030473738727411
Transporter-state,0.06039903440804033,0.5047658755841546,0.9015175962877396
Transporter-state,0.07261561095402029,0.5047658755841546,0.9213387348361722
Transporter-state,0.08730316644803322,0.5047658755841546,0.9426709872032369
Transporter-state,0.10496149204995453,0.5047658755841546,0.9599763707082665
Transporter-state,0.1261914688960387,0.5047658755841546,0.9704069260077103
Transporter-state,0.15171551500583677,0.5047658755841546,0.9789520841743445
Transporter-state,0.18240216787118196,0.5047658755841546,0.9861872123482153
