run,model,pattern,release_cv,isi_cv,minimum_isi_ms,gamma_shape,peak_km,auc_km_ms,excess_auc_km_ms,clearance_ms,minimum_free_fraction
489,Linear,Renewal,0.0,0.6923364004563872,12.43985617033377,2.9636578221260224,0.25000000000000033,1.8667690465374909,1.1102230246251566e-17,1.68,1.0
490,Linear,Renewal,0.0,0.6834539387018957,0.055494773115242424,0.748781740577034,0.4619374259344744,1.8667690465374942,0.023387366521491034,1.68,1.0
491,Linear,Renewal,0.0,0.4735526899065633,10.769366825546427,3.7320270121271597,0.2500000000000342,1.8667690465374913,7.005507285384738e-16,1.68,1.0
492,Linear,Renewal,0.0,0.638412400997331,9.05784828190906,2.407303920937613,0.2500000000036842,1.8667690465374915,9.159117908552618e-14,1.68,1.0
493,Linear,Renewal,0.0,0.3517019593059716,20.578002225728028,6.826016604031743,0.25,1.8667690465374907,0.0,1.68,1.0
494,Linear,Renewal,0.0,1.2707190394001018,0.15689432789974944,0.5066209713704147,0.41093612306680183,1.866769046537497,0.020695013865842243,1.86,1.0
495,Linear,Renewal,0.0,0.46974786773688226,14.98656963881615,5.46264464871968,0.25,1.8667690465374907,0.0,1.68,1.0
496,Linear,Renewal,0.0,1.7321168988629971,0.00018128669634620564,0.22428781786346733,0.5097430701562905,1.8667690465374946,0.03259032008408245,1.68,1.0
497,Linear,Renewal,0.0,0.8941185523329342,1.6071098119634826,1.5032624738215554,0.2528917747594017,1.8667690465374962,5.788055498855305e-05,1.68,1.0
498,Linear,Renewal,0.0,0.6793898037868732,1.627915498907896,1.9193211012826488,0.2527368667505741,1.8667690465374893,5.4737335011675324e-05,1.68,1.0
499,Linear,Renewal,0.0,0.3053729252402633,19.540201105626522,4.534872482602514,0.25,1.8667690465374907,0.0,1.68,1.0
500,Linear,Renewal,0.0,0.3321661637653022,16.244750515210512,10.35628760946561,0.25,1.8667690465374907,0.0,1.68,1.0
501,Linear,Renewal,0.0,0.6652314696505216,5.036113929710609,2.250223512290846,0.25000023573066854,1.8667690465374946,4.714695786001144e-09,1.68,1.0
502,Linear,Renewal,0.0,0.29322762545742553,18.63664189254075,6.029702271746051,0.25,1.8667690465374907,0.0,1.68,1.0
503,Linear,Renewal,0.0,1.0144214704212704,0.17829669276071058,0.6476695294752812,0.4023150178762107,1.8667690465374862,0.016316273600274794,1.68,1.0
504,Linear,Renewal,0.0,0.9702602483150431,0.011289738078403388,0.3665715048252027,0.4866078773663137,1.8667690465374975,0.028428096109436897,1.68,1.0
505,Linear,Renewal,0.0,0.2586452617453991,21.73197127924675,10.753664957143496,0.25,1.8667690465374907,0.0,1.68,1.0
506,Linear,Renewal,0.0,1.1889559163201373,0.2253846005514788,0.6668454432805891,0.38966191795455807,1.8667690465374942,0.023370345023019837,1.68,1.0
507,Linear,Renewal,0.0,0.6412930295074596,3.0270757510115516,1.560041450307592,0.25005800921771676,1.8667690465374918,1.3839480673205617e-06,1.68,1.0
508,Linear,Renewal,0.0,0.43588232192917553,18.20783927752234,4.578647812927807,0.25,1.8667690465374907,0.0,1.68,1.0
509,Linear,Renewal,0.0,0.48666978895123786,7.842633693809034,1.9922186505102584,0.2500000001059017,1.8667690465374909,2.11803463656679e-12,1.68,1.0
510,Linear,Renewal,0.0,0.592081935389938,1.6081743981930003,2.336921596159475,0.25305545063798185,1.8667690465374909,6.110901570675621e-05,1.68,1.0
511,Linear,Renewal,0.0,0.6281275846509311,2.425343791943419,1.7073001204014817,0.2503196922397819,1.8667690465374918,6.393844831708018e-06,1.68,1.0
512,Linear,Renewal,0.0,0.22969749308697937,28.110163197855115,16.79822156805946,0.25,1.8667690465374907,0.0,1.68,1.0
513,Linear,Renewal,0.0,0.9716881467253955,0.04052725344138253,0.8236017555693701,0.46193738979735816,1.8667690465374986,0.02864787459889094,1.68,1.0
514,Linear,Renewal,0.0,0.26948173209054616,22.47391441597125,11.239075448929686,0.25,1.8667690465374907,0.0,1.68,1.0
515,Linear,Renewal,0.0,0.30197422691447273,15.11435799116191,12.991135686918255,0.25,1.8667690465374907,0.0,1.68,1.0
516,Linear,Renewal,0.0,0.6431710646799622,4.459418736217955,1.3824895489021425,0.25000116366924124,1.8667690465374942,2.3740944697925316e-08,1.68,1.0
517,Linear,Renewal,0.0,0.5699631640487791,7.288790220106364,4.013807677498849,0.2500000004947724,1.8667690465374893,9.89544890472871e-12,1.68,1.0
518,Linear,Renewal,0.0,0.6992486129939687,4.1563801916171315,1.6225712723514258,0.250002657612716,1.8667690465374944,5.3152256410671226e-08,1.68,1.0
519,Linear,Renewal,0.0,1.2689608204394707,0.008106755655489906,0.3797175262981629,0.6978711708483867,1.866769046537505,0.09041300386692894,1.68,1.0
520,Linear,Renewal,0.0,1.2442970639758766,0.014910099493022244,0.43014214449565286,0.4866078773663137,1.866769046537503,0.0278699777229324,1.68,1.0
521,Linear,Renewal,0.0,0.37819789764727085,19.544068178545814,8.641672435138878,0.25,1.8667690465374907,0.0,1.68,1.0
522,Linear,Renewal,0.0,0.46480563755093895,14.342309405934714,3.873560082516289,0.25,1.8667690465374907,0.0,1.68,1.0
523,Linear,Renewal,0.0,0.24476542123484393,21.771019393886604,8.47667351321758,0.25,1.8667690465374907,0.0,1.68,1.0
524,Linear,Renewal,0.0,0.8239631438069244,3.7586102832970028,0.7065922924175123,0.2500079929643747,1.8667690465374935,2.680974670143943e-07,1.68,1.0
525,Linear,Renewal,0.0,0.5206990129401917,12.538877271782553,4.441180952307635,0.2500000000000003,1.8667690465374909,9.992007221626408e-18,1.68,1.0
526,Linear,Renewal,0.0,1.380100827047565,0.9432859880187721,0.5047381640888242,0.26879888000847246,1.8667690465374995,0.0005087914459354482,1.68,1.0
527,Linear,Renewal,0.0,0.27606266193469636,19.724359346304198,10.725047482751723,0.25,1.8667690465374907,0.0,1.68,1.0
528,Linear,Renewal,0.0,1.3908751783993358,0.002043869458077552,0.34407016656614986,0.7105410278934838,1.8667690465374986,0.1508632660146746,1.94,1.0
529,Linear,Renewal,0.0,0.4408453476298952,13.699947195316554,5.622546252911939,0.25,1.8667690465374907,0.0,1.68,1.0
530,Linear,Renewal,0.0,0.33217227878615585,19.879855450327227,14.267716304032456,0.25,1.8667690465374907,0.0,1.68,1.0
531,Linear,Renewal,0.0,0.27583554921028214,19.490923348241267,8.466494879392975,0.25,1.8667690465374907,0.0,1.68,1.0
532,Linear,Renewal,0.0,0.32132763554584337,19.299950028657364,8.909464655139356,0.25,1.8667690465374907,0.0,1.68,1.0
533,Linear,Renewal,0.0,2.475184115061454,1.8872694909077836e-05,0.20721460462987418,0.6523150178762107,1.866769046537499,0.15419796148698164,1.68,1.0
534,Linear,Renewal,0.0,0.6464658657954836,3.457267486716887,1.3797653852169387,0.2500182545030905,1.866769046537491,3.6509546210150574e-07,1.68,1.0
535,Linear,Renewal,0.0,0.24228471659200412,22.549943043387202,18.160433816835162,0.25,1.8667690465374907,0.0,1.68,1.0
536,Linear,Renewal,0.0,0.885819087952395,0.014249815819198375,0.858401120025219,0.4866078773663137,1.8667690465375015,0.028084249670905826,1.68,1.0
537,Linear,Renewal,0.0,0.32796630214241934,24.53179624110578,11.450920869961333,0.25,1.8667690465374907,0.0,1.68,1.0
538,Linear,Renewal,0.0,0.26518969300239625,19.90776705076189,8.527647870417985,0.25,1.8667690465374907,0.0,1.68,1.0
539,Linear,Renewal,0.0,0.34438991234675975,18.522443802158705,7.304779369002386,0.25,1.8667690465374907,0.0,1.68,1.0
540,Linear,Renewal,0.0,0.31586713806737704,20.738138689426393,8.911554674627443,0.25,1.8667690465374907,0.0,1.68,1.0
541,Linear,Renewal,0.0,0.5278554168464734,13.969734994209432,3.3582089644999935,0.25,1.8667690465374907,0.0,1.68,1.0
542,Linear,Renewal,0.0,0.22979514169947235,23.612804355896117,7.819879127130581,0.25,1.8667690465374907,0.0,1.68,1.0
543,Linear,Renewal,0.0,0.9106576129007152,0.8680602497634311,1.2371787907941156,0.27217503956887984,1.8667690465374953,0.0006181008279007339,1.68,1.0
544,Linear,Renewal,0.0,0.4941244043875118,15.82092527340464,3.407852180464066,0.25,1.8667690465374907,0.0,1.68,1.0
545,Linear,Renewal,0.0,0.23878376604375057,22.389773587466948,14.22307216249634,0.25,1.8667690465374907,0.0,1.68,1.0
546,Linear,Renewal,0.0,0.7852308017885596,1.025282490888003,1.989796232749773,0.26427505958776876,1.8667690465374949,0.00028786785442325933,1.68,1.0
547,Linear,Renewal,0.0,1.5770736829271461,0.0001996753155992792,0.562488146473569,0.5000268387360052,1.866769046537499,0.056452510973155685,1.92,1.0
548,Linear,Renewal,0.0,1.1870986470677234,0.016189564860951577,0.4612798474623113,0.4866078773663137,1.8667690465374953,0.03020375215324375,1.68,1.0
549,Linear,Renewal,0.0,0.42182062513787333,18.487266744048156,4.872666585004623,0.25,1.8667690465374907,0.0,1.68,1.0
550,Linear,Renewal,0.0,0.5907534722073468,4.540365824599476,1.3871453635346858,0.2500009336547652,1.8667690465374909,1.8673095304455602e-08,1.68,1.0
551,Linear,Renewal,0.0,0.6837857054997442,7.04423724879473,1.979295049065333,0.25000000095793307,1.8667690465374924,1.9158683528530675e-11,1.68,1.0
552,Linear,Renewal,0.0,0.4856357482332842,11.550991017154246,3.4965310309270996,0.250000000000004,1.866769046537492,1.554312234475219e-16,1.68,1.0
553,Linear,Renewal,0.0,1.4897561166285391,6.12197950999871e-05,0.29256166963252067,0.6022693399276491,1.8667690465375013,0.11498481646774883,1.68,1.0
554,Linear,Renewal,0.0,0.29885564636358647,23.222450494602768,14.294074042077222,0.25,1.8667690465374907,0.0,1.68,1.0
555,Linear,Renewal,0.0,0.2123351219341143,25.6466804377755,15.23891328514971,0.25,1.8667690465374907,0.0,1.68,1.0
556,Linear,Renewal,0.0,2.7914587126251513,2.2878059553477215e-06,0.2452034615157366,0.5051096034662335,1.866769046537509,0.17077179795279454,1.68,1.0
557,Linear,Renewal,0.0,0.41341025045049956,14.468189086042912,9.644720059791725,0.25,1.8667690465374907,0.0,1.68,1.0
558,Linear,Renewal,0.0,0.1429903745162882,32.469714475677904,19.282153169063296,0.25,1.8667690465374907,0.0,1.68,1.0
559,Linear,Renewal,0.0,0.310817270580824,18.461327182617865,11.878762560383928,0.25,1.8667690465374907,0.0,1.68,1.0
560,Linear,Renewal,0.0,0.3456691331146438,18.176368206468965,13.679144199091057,0.25,1.8667690465374907,0.0,1.68,1.0
561,Linear,Renewal,0.0,1.1968036438503877,0.008131752865267572,0.27102905069571265,0.5,1.8667690465375057,0.07329309390373251,1.68,1.0
562,Linear,Renewal,0.0,1.0329619494755438,6.939856227896826,1.359386104782834,0.2500000012615057,1.8667690465374922,3.7664328322861705e-11,1.68,1.0
563,Linear,Renewal,0.0,0.24229426601839185,24.10745482732142,11.448148010272112,0.25,1.8667690465374907,0.0,1.68,1.0
564,Linear,Renewal,0.0,1.0831387424427146,0.012824969498154815,0.22408100400172282,0.4866733050828422,1.8667690465374944,0.03342097878434753,1.68,1.0
565,Linear,Renewal,0.0,0.9530759284184331,0.5578065332855431,0.7256836223023734,0.3035102956873088,1.866769046537501,0.002398536849100009,1.68,1.0
566,Linear,Renewal,0.0,0.6458762785589642,5.52396242347038,2.0976431003961364,0.2500000628863903,1.8667690465374944,1.2577385355427852e-09,1.68,1.0
567,Linear,Renewal,0.0,1.4229223177788128,0.07219179901949246,0.5854676256761447,0.450584223620097,1.8667690465375029,0.021579550818252403,1.68,1.0
568,Linear,Renewal,0.0,0.9962767762444373,1.3426383555417942,1.543952326469585,0.2562505148546522,1.8667690465374964,0.00012509753780323373,1.68,1.0
569,Linear,Renewal,0.0,1.1404240534037893,0.15715806596404036,0.5642985889667658,0.4109361235198618,1.8667690465374944,0.01564240176378994,1.68,1.0
570,Linear,Renewal,0.0,0.8183056096765878,0.5476900900629289,1.9719273972258045,0.3065390048325238,1.866769046537495,0.002622049288018569,1.68,1.0
571,Linear,Renewal,0.0,1.1088394473201366,0.027805360995103,0.45348991613152595,0.47393315052717017,1.8667690465374962,0.040532889240241336,1.68,1.0
572,Linear,Renewal,0.0,0.2963139805896592,25.7496012628377,18.098889432704922,0.25,1.8667690465374907,0.0,1.68,1.0
573,Linear,Renewal,0.0,0.4473063945780079,11.656116973432972,5.018743005538537,0.2500000000000029,1.8667690465374918,5.773159728050814e-17,1.68,1.0
574,Linear,Renewal,0.0,2.0193902191572954,0.008075021614274647,0.20930890047825104,0.5,1.8667690465374909,0.16507382503315382,1.68,1.0
575,Linear,Renewal,0.0,0.3830208163519776,20.28192006727926,4.8298088522002525,0.25,1.8667690465374907,0.0,1.68,1.0
576,Linear,Renewal,0.0,1.6190270155297621,0.027201049726414794,0.455454879586671,0.4866082413780656,1.866769046537504,0.05755826093213083,1.68,1.0
577,Linear,Renewal,0.0,0.24684230391148126,29.073362052225548,15.660386252108546,0.25,1.8667690465374907,0.0,1.68,1.0
578,Linear,Renewal,0.0,0.33620997407033715,20.870666995677084,10.72963867390601,0.25,1.8667690465374907,0.0,1.68,1.0
579,Linear,Renewal,0.0,1.3015737805565741,0.2497191447947671,0.28662930584571006,0.3791249891865631,1.8667690465374929,0.011407974792117564,1.68,1.0
580,Linear,Renewal,0.0,1.0299156012741097,0.5103662237482922,0.6788382584097155,0.3102935620670492,1.866769046537501,0.0029455326812853,1.76,1.0
581,Linear,Renewal,0.0,0.38272195359913314,20.838627941116556,7.999818994527948,0.25,1.8667690465374907,0.0,1.68,1.0
582,Linear,Renewal,0.0,0.37815964515600714,10.623021945302128,6.313064748072782,0.2500000000000503,1.8667690465374918,1.0058620603103919e-15,1.68,1.0
583,Linear,Renewal,0.0,0.5034605518350312,12.363377476185377,4.452867232180013,0.25000000000000044,1.8667690465374907,8.881784197001253e-18,1.68,1.0
584,Linear,Renewal,0.0,1.5687908341337093,0.08314375143254438,0.25622303582903816,0.450584223620097,1.8667690465374966,0.04587300176097956,1.78,1.0
585,Linear,Renewal,0.0,0.25784959752109227,21.33033895848274,17.041239497198067,0.25,1.8667690465374907,0.0,1.68,1.0
586,Linear,Renewal,0.0,0.5524837587471694,7.266900585887342,2.1396656793140605,0.2500000004947724,1.8667690465374909,9.89544890472871e-12,1.68,1.0
587,Linear,Renewal,0.0,0.24225512663433904,21.022146015462,11.915035883144094,0.25,1.8667690465374907,0.0,1.68,1.0
588,Linear,Renewal,0.0,1.1510066636255714,0.009453407444880213,0.7326543004013731,0.4866078773663137,1.8667690465374966,0.027867450210665747,1.68,1.0
589,Linear,Renewal,0.0,0.3417892968364841,17.886649886251064,9.546381325907356,0.25,1.8667690465374907,0.0,1.68,1.0
590,Linear,Renewal,0.0,0.6816701831705194,3.675776168924699,2.2952667653072667,0.2500105259650419,1.8667690465374942,2.1051930083837435e-07,1.68,1.0
591,Linear,Renewal,0.0,1.1622775410396133,0.06652580533818764,0.510739055600978,0.4619373896727398,1.866769046537499,0.02566397105594757,1.68,1.0
592,Linear,Renewal,0.0,1.229880162156163,0.152400926664086,0.5475232565611624,0.4236493772383737,1.8667690465374944,0.026579137204093908,1.68,1.0
593,Linear,Renewal,0.0,0.5415968672953143,16.093319977925262,7.76302002190967,0.25,1.8667690465374907,0.0,1.68,1.0
594,Linear,Renewal,0.0,0.6893484764383518,6.066732865752556,0.9654739657144265,0.25000001346027734,1.8667690465374942,2.796610831801161e-10,1.68,1.0
595,Linear,Renewal,0.0,0.24150964835108385,24.751633639082797,16.64015648939141,0.25,1.8667690465374907,0.0,1.68,1.0
596,Linear,Renewal,0.0,0.40226652738962665,17.921027170378466,3.220501719695037,0.25,1.8667690465374907,0.0,1.68,1.0
597,Linear,Renewal,0.0,0.5043003075107938,12.859099076295792,3.314941661539408,0.2500000000000001,1.8667690465374907,2.220446049250313e-18,1.68,1.0
598,Linear,Renewal,0.0,0.5046610929701655,14.12968324718858,5.442796331845232,0.25,1.8667690465374907,0.0,1.68,1.0
599,Linear,Renewal,0.0,0.4912912001685206,14.166289093259365,2.669994512557866,0.25,1.8667690465374907,0.0,1.68,1.0
0,Michaelis-Menten,Renewal,0.0,0.4373964180256682,9.743312116974607,4.366553919144421,0.2500000000001002,1.9639091742525767,2.0039525594484076e-15,1.6600000000000001,1.0
1,Michaelis-Menten,Renewal,0.0,0.3143233379721969,21.35352528053511,10.344664176519332,0.25,1.9639091742525672,0.0,1.6600000000000001,1.0
2,Michaelis-Menten,Renewal,0.0,0.6915036063543752,1.4713770103440993,1.359438875463458,0.2540704257468787,1.9642715871706025,8.140852623175765e-05,1.6600000000000001,1.0
3,Michaelis-Menten,Renewal,0.0,0.6714699769924649,4.124398465436457,0.8751977071777346,0.250001564999701,1.9639093136388803,3.130745893087372e-08,1.6600000000000001,1.0
4,Michaelis-Menten,Renewal,0.0,0.3636245662593633,18.157247552927174,7.360424764993094,0.25,1.9639091742525672,0.0,1.6600000000000001,1.0
5,Michaelis-Menten,Renewal,0.0,0.6229155264771568,6.284596519882371,1.8686017646896391,0.25000000278933243,1.963909174543049,6.524419560172134e-11,1.6600000000000001,1.0
6,Michaelis-Menten,Renewal,0.0,1.4216624813538699,2.5947952053684276e-07,0.32661556373018363,0.75,2.0907714546550573,0.21887964165838827,1.68,1.0
7,Michaelis-Menten,Renewal,0.0,0.6916050233991563,3.831853609290846,2.0292749832576122,0.25000403255909787,1.9639095333257919,8.065118201616705e-08,1.6600000000000001,1.0
8,Michaelis-Menten,Renewal,0.0,1.1572233329314086,0.00019457159757507725,0.39929115969682927,0.5,1.9940083767721297,0.044988440778881304,1.6600000000000001,1.0
9,Michaelis-Menten,Renewal,0.0,0.18958621019459532,27.162794514187908,17.261344808919283,0.25,1.9639091742525672,0.0,1.6600000000000001,1.0
10,Michaelis-Menten,Renewal,0.0,0.9821817451558106,0.9547190339587814,1.1324826494060252,0.2697736221625387,1.9656691392270738,0.0005468434114185672,1.6600000000000001,1.0
11,Michaelis-Menten,Renewal,0.0,0.3269600145735561,22.341768834040124,7.921016694873923,0.25,1.9639091742525672,0.0,1.6600000000000001,1.0
12,Michaelis-Menten,Renewal,0.0,0.3205595541531972,27.65797521801261,17.288908023615175,0.25,1.9639091742525672,0.0,1.6600000000000001,1.0
13,Michaelis-Menten,Renewal,0.0,0.7746004802442048,6.686115711776381,1.3430129621814335,0.2500000008544089,1.9639091743294004,1.7257518747371134e-11,1.6600000000000001,1.0
14,Michaelis-Menten,Renewal,0.0,0.5243240435588337,8.358467850156103,3.0214866375982434,0.2500000000059369,1.9639091742531476,1.2987944053577393e-13,1.6600000000000001,1.0
15,Michaelis-Menten,Renewal,0.0,0.28937772686317853,18.60933603622368,13.955061709704747,0.25,1.9639091742525672,0.0,1.6600000000000001,1.0
16,Michaelis-Menten,Renewal,0.0,0.5148823622063518,16.722473474717845,4.491744180169275,0.25,1.9639091742525672,0.0,1.6600000000000001,1.0
17,Michaelis-Menten,Renewal,0.0,0.36385674803096313,12.256146656199462,10.531960144246261,0.25000000000000006,1.9639091742525672,1.1102230246251566e-18,1.6600000000000001,1.0
18,Michaelis-Menten,Renewal,0.0,0.7420817573652198,3.916115134129541,2.31381781667664,0.25000300000919345,1.963909708778803,1.2005955510430158e-07,1.6600000000000001,1.0
19,Michaelis-Menten,Renewal,0.0,0.2645746179064715,23.40962864821914,11.609324083903266,0.25,1.9639091742525672,0.0,1.6600000000000001,1.0
20,Michaelis-Menten,Renewal,0.0,0.15390959889059283,27.47851470760193,19.11782168434138,0.25,1.9639091742525672,0.0,1.6600000000000001,1.0
21,Michaelis-Menten,Renewal,0.0,0.5301252625983632,13.431220331554073,2.9859273783124842,0.25,1.9639091742525672,0.0,1.6600000000000001,1.0
22,Michaelis-Menten,Renewal,0.0,0.34853570766973985,22.0723781044631,6.892911899362079,0.25,1.9639091742525672,0.0,1.6600000000000001,1.0
23,Michaelis-Menten,Renewal,0.0,0.7328901763053324,2.610877076414681,0.9731404322398319,0.2501402883316366,1.9639216659837704,2.8057672596570877e-06,1.6600000000000001,1.0
24,Michaelis-Menten,Renewal,0.0,1.111831209876153,1.745680279393298,0.717430325327797,0.25178241747671865,1.9641611452654668,5.659689379263199e-05,1.6600000000000001,1.0
25,Michaelis-Menten,Renewal,0.0,1.4474744445600374,4.9171417401794315e-05,0.2413028237922718,0.7599189719773737,2.0801656293538087,0.20857150947113687,1.6600000000000001,1.0
26,Michaelis-Menten,Renewal,0.0,1.7114077161489298,0.00017652001668011508,0.22516652920780514,0.75,2.1600787870688922,0.3570499267426626,1.6600000000000001,1.0
27,Michaelis-Menten,Renewal,0.0,0.3907568417623869,19.540540975239367,7.828994550734572,0.25,1.9639091742525672,0.0,1.6600000000000001,1.0
28,Michaelis-Menten,Renewal,0.0,1.0568518097063735,0.05981910111790967,0.7146645807291628,0.4668028944039134,1.9907682531373734,0.03735595659194041,1.6600000000000001,1.0
29,Michaelis-Menten,Renewal,0.0,1.025254663434651,1.3769919388662402,1.5912935719312258,0.25546332446068637,1.9644008505277166,0.00011044804959547517,1.6600000000000001,1.0
30,Michaelis-Menten,Renewal,0.0,0.5115195325562735,11.340391361026931,1.677763858891833,0.2500000000000009,1.9639091742525674,1.7763568394002505e-17,1.6600000000000001,1.0
31,Michaelis-Menten,Renewal,0.0,1.2448585783954231,0.2544672218311348,0.540940603483261,0.3883015105915765,1.987934867461899,0.027493704966635644,1.6600000000000001,1.0
32,Michaelis-Menten,Renewal,0.0,2.1809187219317243,0.0026970110616275633,0.21858610182923116,0.5,2.042050413237139,0.10677308077320452,1.6600000000000001,1.0
33,Michaelis-Menten,Renewal,0.0,0.5064907466679964,8.656283432178427,4.459335914195467,0.2500000000024445,1.963909174252856,6.477818281780401e-14,1.6600000000000001,1.0
34,Michaelis-Menten,Renewal,0.0,1.3196067917466212,0.00020098583104299905,0.25212827584445435,0.5000018689139142,2.020876448295173,0.09203982084085378,1.6600000000000001,1.0
35,Michaelis-Menten,Renewal,0.0,0.3932050467642266,16.54256356502981,5.2965387115060185,0.25,1.9639091742525672,0.0,1.6600000000000001,1.0
36,Michaelis-Menten,Renewal,0.0,0.33903641191264744,15.685968555639647,7.612017515028402,0.25,1.9639091742525672,0.0,1.6600000000000001,1.0
37,Michaelis-Menten,Renewal,0.0,0.7624190445518394,3.8411447866566277,2.5892453531902464,0.2500038009234346,1.96390953497276,8.102110554020215e-08,1.6600000000000001,1.0
38,Michaelis-Menten,Renewal,0.0,1.320413075107197,1.1546943733307558,0.6832693890005769,0.260618531230431,1.966000051923712,0.000469718992765803,1.6600000000000001,1.0
39,Michaelis-Menten,Renewal,0.0,1.4647271796032857,5.663305512371153e-05,0.35202339236156566,0.5000000000078773,1.990452461595411,0.04140366903940366,1.6600000000000001,1.0
40,Michaelis-Menten,Renewal,0.0,1.57144793142729,0.3716699653050455,0.27292938049689,0.3456261207134103,1.9805998158789735,0.013962370751147531,1.8,1.0
41,Michaelis-Menten,Renewal,0.0,1.5806319631837207,0.007896140063280654,0.30839739051659704,0.8664689414400085,2.115193537827957,0.26950206948711003,1.94,1.0
42,Michaelis-Menten,Renewal,0.0,0.3273441301171751,20.565973112475888,7.111159422987747,0.25,1.9639091742525672,0.0,1.6600000000000001,1.0
43,Michaelis-Menten,Renewal,0.0,0.38498006430496784,14.26529269082721,2.4519902362323664,0.25,1.9639091742525672,0.0,1.6600000000000001,1.0
44,Michaelis-Menten,Renewal,0.0,0.31569084957769655,23.045581031921984,9.349360033684817,0.25,1.9639091742525672,0.0,1.6600000000000001,1.0
45,Michaelis-Menten,Renewal,0.0,2.204732333376619,0.0001292431211084022,0.248435256428552,0.8376124237091384,2.117219628704733,0.2645061270158067,1.6600000000000001,1.0
46,Michaelis-Menten,Renewal,0.0,1.6254591959894251,2.3573093358209007e-05,0.29070870343794547,0.5,2.061317892898375,0.14670624447525107,1.98,1.0
47,Michaelis-Menten,Renewal,0.0,0.3446306241813222,20.942682545863818,9.242484196163316,0.25,1.9639091742525672,0.0,1.6600000000000001,1.0
48,Michaelis-Menten,Renewal,0.0,0.5417739178649438,3.3445512186993938,2.390732266828562,0.2500166792432827,1.9639106594305484,3.335848656538243e-07,1.6600000000000001,1.0
49,Michaelis-Menten,Renewal,0.0,0.862591365025895,3.7911590847339767,1.117647096962507,0.25000427831102473,1.963909568283602,8.850303066965104e-08,1.6600000000000001,1.0
50,Michaelis-Menten,Renewal,0.0,0.3175312388826557,19.38859738566555,10.607722799831883,0.25,1.9639091742525672,0.0,1.6600000000000001,1.0
51,Michaelis-Menten,Renewal,0.0,0.8710538004552403,0.2916100439061893,0.9877572084172499,0.3717593852314713,1.9803555163095694,0.014009348842722903,1.6600000000000001,1.0
52,Michaelis-Menten,Renewal,0.0,0.235136338777705,24.29918550579157,14.73279628457698,0.25,1.9639091742525672,0.0,1.6600000000000001,1.0
53,Michaelis-Menten,Renewal,0.0,1.3481186381037453,0.05604399085291334,0.37246366786169566,0.4668028944039134,1.9958000349372644,0.03939432865886901,1.6600000000000001,1.0
54,Michaelis-Menten,Renewal,0.0,0.7006109426206124,8.289002794442581,2.483528804485915,0.2500000000075219,1.9639091742532437,1.5168644118546126e-13,1.6600000000000001,1.0
55,Michaelis-Menten,Renewal,0.0,0.7161373713770112,6.208965941174483,1.103298462731256,0.2500000035340052,1.9639091745672608,7.068203911053673e-11,1.6600000000000001,1.0
56,Michaelis-Menten,Renewal,0.0,1.3374949723447753,0.39115496220449586,0.48282336096403905,0.3406124556757718,1.9753370516900897,0.008216302352231928,1.6600000000000001,1.0
57,Michaelis-Menten,Renewal,0.0,1.0682665299456957,1.672643846845972,0.6420059351262628,0.2523943422446007,1.9642213048230142,7.011046380613562e-05,1.6600000000000001,1.0
58,Michaelis-Menten,Renewal,0.0,0.6383693534642121,8.142030785277086,1.8446084250880919,0.25000000001138073,1.9639091742538557,2.8955615682946247e-13,1.6600000000000001,1.0
59,Michaelis-Menten,Renewal,0.0,0.9062153526846602,0.13597884775526836,0.6240729683627626,0.42822737758298984,1.979802513329371,0.022246239591006706,1.6600000000000001,1.0
60,Michaelis-Menten,Renewal,0.0,0.3177970231224824,23.02169081657712,9.839610495551531,0.25,1.9639091742525672,0.0,1.6600000000000001,1.0
61,Michaelis-Menten,Renewal,0.0,0.49540964669437304,9.935548041783932,3.0862595414852536,0.25000000000005546,1.9639091742525734,1.1091128016005314e-15,1.6600000000000001,1.0
62,Michaelis-Menten,Renewal,0.0,1.7141318358547046,4.004611895425114e-06,0.30552179160413434,1.092932659323522,2.1779593693365684,0.38219906744761356,1.6600000000000001,1.0
63,Michaelis-Menten,Renewal,0.0,0.3386259114373363,24.239804546424125,10.145686381100177,0.25,1.9639091742525672,0.0,1.6600000000000001,1.0
64,Michaelis-Menten,Renewal,0.0,0.23445972695870448,25.345792580638715,15.89552725943058,0.25,1.9639091742525672,0.0,1.6600000000000001,1.0
65,Michaelis-Menten,Renewal,0.0,0.4233541919961189,16.661641075433863,4.343842124937703,0.25,1.9639091742525672,0.0,1.6600000000000001,1.0
66,Michaelis-Menten,Renewal,0.0,0.336235870817395,18.081231738291592,14.648005991309786,0.25,1.9639091742525672,0.0,1.6600000000000001,1.0
67,Michaelis-Menten,Renewal,0.0,1.2596426949996382,0.3426030759951004,0.6387884125198385,0.41060811316463397,1.9877927599809229,0.027792866734838925,1.6600000000000001,1.0
68,Michaelis-Menten,Renewal,0.0,0.4115524905538558,9.314385910061617,3.4424951544009437,0.250000000000347,1.9639091742525985,6.940004126931853e-15,1.6600000000000001,1.0
69,Michaelis-Menten,Renewal,0.0,0.7011854145733064,3.968501314499349,1.6231859464753795,0.25000266525819576,1.96390960495484,9.673972835577693e-08,1.6600000000000001,1.0
70,Michaelis-Menten,Renewal,0.0,0.7690082543754795,11.650707208074095,1.558916306416324,0.25000000000000033,1.9639091742525678,1.2212453270876722e-17,1.6600000000000001,1.0
