parameter_set,capacity_km,k_bind_per_km_ms,k_unbind_per_ms,k_translocate_per_ms,recovery_tau_ms,pulse_size_over_km,k_loss_per_ms,peak_ratio_burst_tonic,auc_ratio_burst_tonic,clearance_ratio_burst_tonic
158,0.3890320935693473,7.797472722814114,1.2874433387857471,7.112432973566426,20.455883297785743,0.5568341661999783,0.00040418048174931554,1.7479169966159571,3.6786136136008047,2.7260273972602738
159,0.9271542243166806,6.349624731519627,0.501174276709941,7.187867560280608,32.87757893643956,0.0799595186498362,0.0009829765866405638,1.0,1.0314930754039768,1.0999999999999999
160,1.1849792434870239,11.021486188519948,1.9409104605458944,5.103658249969495,10.619724380350313,0.1283468701617006,0.0009538882558014423,1.0,1.0136915359703,1.0
161,0.5983693714203167,5.698203251628082,1.7023106679554436,7.414826993242256,27.45402515690394,0.10587478377245406,0.0038889124668027276,1.0,1.0706425084145588,1.1346153846153846
162,0.9065345118176102,5.433386817147123,1.2290535249268513,2.1222092098945775,29.29589198761891,0.4536870383756411,0.0011951265136360323,1.0000001006443444,1.5988472858023075,2.119047619047619
163,0.6589162275781073,4.90260407375727,0.6818785506087658,2.264099228875402,10.701320642554917,0.37840168063761037,0.0044829982062132515,1.0000000000032567,1.1152049319515882,1.1458333333333335
164,1.0375892889591627,10.260066751217524,1.9345567106181403,4.999308305113229,19.029545790472877,0.5592654754325428,0.0029165213602830252,1.0,1.342518977952197,1.5625
165,0.4368370235378924,4.404254437939721,0.7472877403428813,3.276501639667767,12.19320277668511,0.08854575119292583,0.00016573359402798416,1.000000000012779,1.034837587424214,1.0481927710843373
166,0.8042979437103861,5.481682209944581,0.7704574261944852,5.754919991247763,19.79324757836707,0.2303839185675779,0.003445344502431017,1.0,1.104656403524135,1.1818181818181817
167,0.6163917627464788,7.978354119633152,1.83126879823091,3.4062850347014075,20.884450029438693,0.4600961330991371,0.004174350627266133,1.0000006269234643,2.043414586033907,2.395238095238095
168,0.4320274213241284,7.717086285347251,1.1650271087946196,6.480260831156205,28.036874905663574,0.4077974731234187,0.002420010299780954,1.2996827014045225,4.231849576964911,2.969551282051282
169,0.44873042295971666,5.531608630851553,1.4197875444557677,7.707622274258985,25.180603954490568,0.3662274560311069,0.0015524962758879841,1.0194511916982198,2.955956832315633,2.81413612565445
170,0.509092301781494,10.703854751980815,1.512210178786326,3.01173872103071,33.14614929431651,0.6998740736020864,0.001866062567961071,1.3831550742174532,1.1674865124710578,1.3299113392440505
171,0.676510281273397,5.678289704937179,1.8919582119510292,6.836614707165419,37.44002344033834,0.5490605951626197,0.0006264386407813149,1.5328412082531133,4.532726887299637,3.1162227602905572
172,1.132248498462673,10.890185725462766,1.7839565588796176,4.777839925715462,35.290262085614096,0.6344900697968008,0.0023495227882812113,1.0000000006510037,3.9934715658547586,6.177083333333333
173,0.8568868433803951,11.305102168724725,0.5684325902918208,3.6725015548120195,20.416767256301863,0.11615799837280445,0.0022334267857690355,1.0,1.04152357511882,1.0625
174,0.7776418310883753,10.54472986153933,1.3394909218458921,4.356657976602418,16.19419851963887,0.3957700167231437,0.001999719382365279,1.0,1.2184584006981336,1.3442622950819674
175,0.5906746204987372,9.011962958469116,1.931518813835408,5.841903614491656,27.544353947523085,0.12517046085806705,0.0013473887699576815,1.0,1.0916632338146404,1.1904761904761905
176,1.0125046217609392,5.425292781849858,1.7862620113781515,2.7617108484751722,41.87344842309038,0.20558038432897452,0.0010321389207040182,1.0000000000000733,1.1056389389563555,1.2207792207792207
177,0.8270953583341842,8.049052311922075,1.2534653627722268,3.1675175628094117,27.03827730971331,0.20556627362924246,0.0017618482009792115,1.0,1.1163861637541361,1.2156862745098038
178,1.2660606082820889,11.646550610689493,1.116655157436434,4.608757577551224,41.44630597151315,0.7062407405722179,0.00013858123493338758,1.0000050202480872,7.993627212063503,8.903846153846153
179,0.8841412120741212,11.187552995072698,1.472819589798746,3.895958106928215,31.165423130539054,0.6056420168074128,0.0030786766290336145,1.0000670207738929,5.360715687040988,5.099415204678363
180,0.963105144958704,5.49888885791467,1.687225480449043,4.568877047066243,41.6031828903332,0.5660159991284437,0.0028618752626816952,1.022239475728248,4.40241239108069,4.3944636678200695
181,0.43124586147797944,11.014115606933796,1.8804585967475294,3.169015839341337,28.46978123783017,0.07000708374164848,0.003276628515047936,1.0000000000000013,1.065103756089379,1.146341463414634
182,0.5818091800313285,10.142232450598005,1.4483237280135677,2.930730631081267,26.26364062467131,0.7756632992423208,0.001962366182101489,2.01378538283382,3.229835478053673,2.6282335550628235
183,0.8158267464249758,6.564817856526702,1.3923120760115828,2.678284307640081,20.35448633849217,0.7677086649787727,0.0013111197336566787,1.0013048309348067,3.111322229544206,2.3994778067885116
184,0.4386155459449823,9.215225624462567,1.4580929684652408,5.751040564001914,42.694155401109775,0.488153256858527,0.0014803358557762048,1.1757981872658105,1.004575833783646,1.1545752825373679
185,1.2774682614896913,4.570352181622397,1.2164160850665313,4.552773199842502,30.65176315106781,0.050494375562739766,0.0016541312430307965,1.0,1.013096171748866,1.0588235294117645
186,1.0310564829076891,4.073231555971304,1.5481697338644427,6.011824303218618,42.48270768489708,0.6609126366262431,0.0017947107214803409,1.1720047703366496,4.8980017601343215,3.6625766871165646
187,0.9845176804245295,6.060784299736429,1.7246719599467744,7.710938660708424,26.604906878321778,0.09181877844786983,0.0044970778729880555,1.0,1.0318596278271337,1.08
188,0.3606550895175794,9.64880370527723,1.7068370673564823,4.562827819107429,43.037945124771035,0.19560493080457003,0.0010707724884114285,1.0179396622235894,3.1331518932143205,4.6581196581196584
189,1.018012770640927,5.376304337930686,1.5622758142673518,4.942954932482419,15.115702635622196,0.3173472571855115,0.0015193544888029264,1.0,1.084017583472958,1.1129032258064517
190,1.0446284314479295,6.664824166430757,1.7533878627598334,3.677623273772072,24.95774710206248,0.7489948397937273,0.0023960627209193164,1.0000009784230317,2.9573088749052965,3.2311557788944723
191,1.2814123774689319,6.811880686631541,0.7816246441525798,7.399843352541717,25.988086312429814,0.24362468314716618,0.002853607870804948,1.0,1.0759676531843898,1.16
192,1.0957913540120217,11.559612493845727,1.7402981983468608,4.009140580725448,37.17551343002425,0.15920041431432697,0.004471100138312961,1.0,1.0627074383195898,1.1818181818181819
193,1.3857410954569254,4.677165230313839,1.2072111005189723,2.912988605800436,46.52005176964306,0.7110989399215237,0.004548589528810666,1.0021487077803577,3.8823784835892297,4.639484978540772
194,1.3583826319062107,4.4956358571298365,0.7846845069871903,6.947852572214954,31.25828245380315,0.641255845877605,0.0019024926923603175,1.000000000000001,1.6033415133032698,2.620689655172414
195,0.915104062605679,7.622600208065612,1.9659705758477077,5.29766279341721,15.519012108416646,0.5293132367474704,0.003889098712869442,1.0,1.260098648595124,1.4186046511627908
196,0.4016072185157784,4.843676016824833,0.6308630789009322,6.011790637868794,41.3290651792254,0.18027960906956314,0.004221103091046403,1.0003318766401321,1.6955768995529554,2.862244897959184
197,1.1008726726308176,7.379364054245169,1.197998487070719,4.321033337168903,37.692392535660474,0.4261024653827296,0.0017799469225435922,1.0,1.4274928715641682,2.102941176470588
198,0.8492389709771395,6.739934243909809,1.3081052164536113,2.442973814057014,32.83724967919953,0.5248765538297444,0.004362735878572611,1.0003533116970131,3.0867728551626414,3.6375545851528384
199,1.1484578440524633,7.195853969958254,0.7546245261861576,5.415090635601929,33.850908297781956,0.789086116866495,0.0026254706482432043,1.0035456647366385,6.662406942456499,5.077981651376146
200,1.2932001780600346,6.159529439614219,1.7668272617460166,4.540398430458017,39.12986141689605,0.3700057190653266,0.0026962742549627317,1.0,1.1958433827849244,1.4333333333333333
201,0.7206481638296987,11.118713546352934,0.733002084940359,3.862704442135695,26.641378571133657,0.5285790631928924,0.003743786132020504,1.0000009551624278,4.423616593103615,4.538461538461538
202,0.7516941226661626,7.654165076907681,1.913270387340862,6.033745816382793,42.70862026343485,0.53572694008481,0.0012238170317948078,1.420777788760036,5.265952383446278,3.458333333333334
203,1.3075493131351819,4.810384561208099,1.695143276984823,2.9087281224904875,38.09890689864201,0.4038947017613757,0.0005979124965583771,1.0000000000002551,1.2273612207402211,1.469387755102041
204,0.6426362837982169,9.515124787262003,0.683960771827762,6.396840064361796,46.79969691358853,0.726211428067846,0.002341103374538811,1.1312810131122233,0.9343071068942133,1.1090909090909091
205,1.1773668676966558,6.792189895405604,1.0682345606558676,4.768299061644612,38.74041708044939,0.7453395909814149,0.003643540979296648,1.0122043396099267,6.379150915721379,5.113445378151261
206,1.0959783962435072,9.58157324166688,1.7724336680110258,5.466682089789483,31.6397751452161,0.06722696194536519,0.003595181625648638,1.0,1.0212633667948565,1.0833333333333335
207,0.7580420079943351,4.8401273418058075,0.9229222916335982,7.1670895762840985,18.16437393978706,0.7898936469387443,0.0038893870149099316,1.000617251567076,2.7801914436614448,2.108433734939759
208,0.7636470029690858,5.289813677167015,1.6460719011425304,5.242519531577954,31.642736679542487,0.41353298185552184,0.003207215243356171,1.0000014629405685,1.9570613309255989,3.0481927710843375
209,1.1217783913560297,6.641302168780177,1.9968969752054186,2.0275724662921566,45.34881501497417,0.6879531053785275,0.0022174949191762407,1.182993222953568,4.895869813508821,3.6208251473477406
210,0.7064025513156948,10.83849609790021,1.3188890200564547,2.6455046356366108,33.68498523260096,0.6012780073249532,0.003925620365816251,1.3431711685236087,4.984087519780733,3.1410459587955626
211,0.5254106082826913,8.371374629415865,0.5217320009569009,5.602188004841537,20.90916664583525,0.16065091981798302,0.001550785890532242,1.0,1.1232841526281054,1.2340425531914891
212,0.8460974641277819,9.558843601150173,0.714268465541537,2.516713512489617,29.322891825777933,0.6922145887817776,0.0019910879122501074,1.0594736479483415,6.013123487893408,3.718232044198895
213,1.3247963755285437,7.828237250658996,1.5309126043507153,6.425627550535415,21.556907852740267,0.12694296456320586,0.004058586973048419,1.0,1.0288844221361573,1.0588235294117645
214,0.9998008519748849,4.680445221538166,0.5914130466502394,7.879015264494493,13.345304717944666,0.43638015956754345,0.0005026759968546951,1.0,1.1135657473743252,1.1791044776119404
215,1.018524743343638,10.424290369292137,0.6791129032375933,2.641654982750366,14.156987862355614,0.4600381395593323,0.003844249026197276,1.0,1.1429220931053876,1.18
216,1.411006667290544,10.63731757578437,0.5257185050868397,2.507008123465104,39.44174361129065,0.5342974787853859,0.0038336535934020994,1.0,1.4659051145953497,2.152173913043478
217,1.025029372211517,9.862690227577644,1.5582595593441653,3.987339947605255,33.383932456617565,0.4780735718600741,0.00015184313990581177,1.0000000000000009,1.7194296169423244,2.8266666666666667
218,0.4966369306160159,11.848198432428106,0.7175021657369834,6.859148978104471,42.89193074253028,0.6466215491888831,0.004469013258314632,1.3339665557017184,0.9957350252061505,1.2508811942774205
219,1.4736998457008006,10.213753522943687,1.6402489805436629,4.604409364593774,13.957776009620332,0.47425109895549067,0.0012912572683517448,1.0,1.0806920601498746,1.0909090909090908
220,1.383347865763877,6.075021444993461,0.6918636114646602,5.441197115351539,26.79891700417543,0.7621974029237997,0.0029146324050288684,1.0,1.848037590457909,3.102564102564102
221,0.7051779454885889,8.482596932009994,1.9769947999296302,3.636456253498789,36.106265925222644,0.39639036311626225,0.0007177935919016171,1.0001160004990535,2.95540623256611,4.272222222222222
222,0.9125672107795213,5.804809330593035,1.8191541544762764,2.3830053377097924,32.34605836540991,0.15271279443898578,0.000984216770150742,1.0000000000002531,1.0726329466154592,1.144927536231884
223,1.3710534699153685,9.899514210749569,0.5223997414390465,2.492217166905622,15.279719361647398,0.7716775703532557,0.001558083196874115,1.0,1.2694112459854208,1.3508771929824561
224,0.4590127906273902,4.593296188317215,1.2627565456316518,4.131289595791305,36.43432978542839,0.3687585019264922,0.003298410434509237,1.4448356739196406,3.4140129713096594,2.7161214953271027
225,0.702892817458236,8.883638079710309,0.7732390388339817,3.102020393936819,20.953607234302932,0.2002290010139547,0.004541486347201091,1.0,1.1127110765002166,1.2
226,0.5121765248454954,9.178845571374083,1.5988318019341201,3.2610148589274512,45.25119946700879,0.7638465874844225,0.002738275327328919,1.0908114628025491,0.9548553672290747,1.0673057719193129
227,1.3203099471030992,6.482595828177471,1.8822627044395668,5.483800028079894,44.18566564884722,0.2698550834048504,0.0001012594609271128,1.0,1.1083774028668971,1.261904761904762
228,0.4605615919626444,8.324403448224095,0.8720169502224708,2.2568119449233484,46.90023581882887,0.4282015491023508,0.0003723647894062537,1.2331363669842157,1.1168221059521568,1.2170999187652314
229,0.56354127556555,10.853608384585044,1.3456841263502366,5.580983728920968,35.59441178226659,0.46117559795305824,0.0017235611099838534,1.392665180740759,5.391753918882392,3.469820554649266
230,1.2320683786451834,10.790275815915287,1.252305338643546,4.1689020453050185,29.029160243726096,0.06182069884179893,0.003282670171234103,1.0,1.0167177483317416,1.0
231,0.9364259026333404,9.147388237045716,1.96313926630685,7.007167861970817,14.666099288349788,0.5819662269574972,0.002948943237626666,1.0,1.283744483516291,1.4714285714285713
232,0.8437290219594114,7.851904478390763,0.5631809701609325,7.315051463801241,20.956534513937292,0.7810364948072315,0.0034773737130306954,1.0000060965819098,4.056363305690603,2.904059040590406
233,1.2283394085267956,5.114878052715317,1.9479806354263285,3.8999392747050075,25.786405631571427,0.7035023635387292,0.001871536028016581,1.00000000030747,1.7652391408265828,2.4551724137931035
234,0.6316514234593622,11.327114767109203,1.5829087493776575,2.2369546733009917,46.00116166152247,0.4029230198962069,0.0023387750595828933,1.2807981176891796,5.175210386366895,3.789373814041745
235,1.468246172370587,6.831779371635858,1.039725455068266,7.855368581280214,31.521118341900983,0.634839559269114,0.0006711806242729146,1.0,1.4633782981955525,2.2600000000000002
236,1.227350155242382,9.091586304696568,1.3475107689119352,3.771640675773337,47.9184354034834,0.40943401561420517,0.002986417121948911,1.0,1.3755476051477922,2.0344827586206895
237,0.9426543871757549,11.20820900049838,1.0595468442322793,6.782708517921069,19.1747541822825,0.2198273298865812,0.0029935204514722332,1.0,1.076642217545408,1.1363636363636365
238,0.6429638989498718,11.617190330813674,1.3373967107213243,3.326001306659398,25.653003855453544,0.5368398588741069,0.0004014676968472608,1.0048985843353502,4.822036586884749,3.6145833333333335
239,1.2547417285473674,10.564859248832493,1.1975342364726038,6.743144150808684,47.69742409311731,0.2040809868606232,0.0034556229429695564,1.0,1.075002431943877,1.2105263157894737
240,0.8201377770411824,9.989533068120187,1.252950148742689,7.587297107994682,10.973368962324406,0.22637113614841298,0.0011697369923402974,1.0,1.04248610151577,1.0689655172413794
241,1.2798569749903648,6.951096901835066,1.4492633693294137,6.468962434756257,36.50706102286672,0.20015854700449326,0.0034822243464430144,1.0,1.068410702017774,1.1851851851851851
242,0.40906209161924895,5.720316557109598,0.8287483759780947,4.8650977817001495,27.193210973486636,0.3440563345086895,0.004825939621785502,1.0774454407424061,3.223913364900939,2.7931769722814495
243,0.672898083337472,11.91480932348056,0.939809201635562,7.52253883528763,48.436249829324474,0.2429214969886312,0.0019615039328841556,1.0,1.5167149519356393,2.88
244,0.765164049000144,10.303016045975447,1.5218678585821,2.4802335026551257,42.37042636285209,0.4145636731860744,0.001097184949362574,1.0015463587632656,4.098301556230881,5.144329896907217
245,0.8701420948267184,10.15599559684659,1.9262972879991258,6.361633875375171,13.517929972998285,0.3744820846894989,0.00041584802634681727,1.0,1.1161215422041804,1.173913043478261
246,0.8225737011587713,11.761299095640105,0.9873086973222011,5.383501173899919,29.862138077419726,0.07641609129988132,0.0013283506317406735,1.0,1.0335443138650051,1.076923076923077
247,0.927425039092894,7.501393902989867,1.858304394519354,4.1126181986054355,23.54774526648704,0.4291109043011711,0.004993802954458925,1.0000000000000002,1.3234503025776923,1.5882352941176472
248,0.4226788454614762,8.465182389631941,1.17172728628351,4.248750354669159,42.91419495105187,0.42186344128306724,0.001528443283242736,1.6333122281344117,1.4064552380145814,1.5556923076923077
249,1.099784356045938,9.041501199522507,1.052139228130367,2.2486046573708434,27.748757253354725,0.08189315157303988,0.0033409292494081823,1.0,1.0255668967726006,1.0714285714285714
250,1.4187220943621488,6.475401438084861,1.869355118209306,7.4164495157703225,33.75026251146942,0.5095879369143739,6.168757284379933e-06,1.0,1.2911212406489119,1.6923076923076923
251,0.8668887052569569,4.7984858660553185,0.9459330377353354,2.94552931104294,14.995960676421998,0.15591039394163286,0.003551386640148019,1.0,1.0412671256699089,1.0714285714285714
252,1.2149476392272824,8.480181147752033,0.9613090642987504,2.278331590677661,23.228827724815602,0.6564156596204503,0.0024042759026479082,1.0000000000000069,1.5493894952102907,1.851063829787234
253,0.5338095546147203,7.961762608814882,1.1911639407212427,7.307504245734424,44.31742014649325,0.7981583313962058,0.0021030379974241497,1.0565739981274065,0.9568606309019162,1.0437763713080168
254,0.8993687257264351,11.761337708651658,0.5329674049351234,7.804915267722475,40.005531285228116,0.5619493561202249,0.0015027787994613645,1.0098365362362993,9.27410038274695,7.3433734939759026
255,0.5830641879010039,7.486810917697535,1.8744596756392973,7.528708154124375,41.881985487652535,0.43062311555966093,0.002934772170002678,1.439795062638142,4.475564465146166,3.1555252387448838
256,0.5659606721973676,10.902202159328397,1.4580525204989396,6.30400855559879,47.700578482437066,0.66975737695768,0.0032859070541401505,1.1837331574349232,0.939176223144313,1.1435351882160394
257,0.7149894580212548,5.986484833257177,1.4747462388449082,2.159434483087733,27.62284268136051,0.3788119359580572,0.002606646255886514,1.000001404609446,1.6034387844515743,2.0833333333333335
258,1.2381735737034676,7.141596646730554,1.281473083477083,6.478455223531,26.219631282575865,0.5393494773623124,0.0013926080567249377,1.0,1.3388824615951451,1.7407407407407407
259,0.7083106411020705,8.151080858794138,1.9466236539540525,4.0250576741603314,49.08746294885709,0.7808347393124078,0.003739087697955681,1.2774845570696034,0.9763980613619923,1.2123791102514505
260,1.019610236909173,5.147068988089338,0.7531075113451997,3.76651257248813,15.1057705787353,0.3736382168668956,0.0007730221120652492,1.0,1.1073274496937058,1.1515151515151514
261,1.4227651213490704,8.704034561901599,1.3742505535487282,3.3870847153752655,13.77110618999228,0.4432809671407512,0.00042716201965328884,1.0,1.0757463779613885,1.0952380952380953
262,1.2065819258269945,6.746773110979033,0.6017805123361393,7.867605203668704,13.74942167277943,0.7194958731534126,0.0016136942542297977,1.0,1.2267040836912093,1.3965517241379313
263,1.2829376529930618,11.671607928363409,1.1915573952341563,7.418659255096788,35.70619256894959,0.6875224600777743,0.0026971365584416867,1.0,4.026480582373489,8.017241379310345
264,1.3152569723710281,5.066402172417619,0.5012632100997474,3.1614936422360373,11.881296302897226,0.29604848992552907,0.003650029906695422,1.0,1.0385507765534137,1.0499999999999998
265,0.6503249381277434,11.559924265545707,0.7377804951909637,4.528762445231353,10.739239209634723,0.7829196973996544,0.003142634472125612,1.0,1.7192593669101646,1.462121212121212
266,0.8347488891528532,9.301700166257405,1.9335336125454172,5.861328414737942,35.32363720914553,0.459177210005913,0.0038087811984359706,1.000000062143109,3.014820634238973,5.105263157894736
267,1.1092096464277033,9.74659682556737,0.7871516327454509,6.310487895922779,30.603052143087254,0.6437615351723459,0.003979493896978902,1.000000000000001,3.1720134815277437,5.833333333333334
268,0.7411671568716802,6.816068026521539,1.625619692839037,7.985403908720302,44.81184601436417,0.0806794725898262,0.0006599104587294169,1.0,1.042336287758181,1.1379310344827587
269,0.5402125564727847,8.222507945224748,1.6979165342036102,5.12844796179513,26.496789571925387,0.45226629445996464,0.0008666755952791222,1.0338726123258222,4.109505978730099,3.2655826558265586
270,0.3418932935128227,8.443556205586583,0.5071410795019686,4.896170781729481,30.56060733987032,0.3481455916237433,0.00034343497930392207,1.730121281071505,4.013065138701673,3.0197505197505197
271,0.7771840839834967,10.31750040199455,1.0785162001143582,7.532404718126392,34.786050374026786,0.7553793447605528,0.0003006109388865197,1.8403984065976253,4.2789519549206805,3.102001906577693
272,0.6986073566893675,9.587202761525074,0.5598406551494299,6.10927960838965,10.539561902008735,0.5181433679556365,0.00460871466243795,1.0,1.203742709240042,1.325
273,0.6564416344894148,5.806991920662987,1.7732267960936516,2.6012249853883693,44.428038328652036,0.6092405664192126,0.0025324618495175745,1.9745541411873138,1.7455073128169072,1.8370855505525994
274,0.5252804931464685,8.927314970467586,0.5132492897073673,4.572630252941085,18.010121946957618,0.5990544947550617,0.003239691175948655,1.0061075492497287,3.1782036222124095,2.2394678492239466
275,0.8878029642547371,4.5682318276898295,1.9742144795932255,3.0486741993882513,23.833621311705592,0.26965630712654626,0.004649042781598309,1.000000000006789,1.1390588339221464,1.2272727272727273
276,0.39916339055112904,11.36078714226888,0.8882363405769917,3.700365603926911,34.171888861622534,0.3311958450302362,0.0023164120181858655,1.3582009967669386,4.832206557858656,3.391231028667791
277,0.6436985464836542,4.950325528489398,1.0942512965663673,7.717803920837526,47.71267698913584,0.1246832398406215,0.004891069474437265,1.0000000000000016,1.0977617147004586,1.26984126984127
278,0.5199197955908271,11.119567727353974,1.1981273082194779,3.083811179228383,47.88569216790555,0.7867495981510596,0.004021540976450302,1.1622042669085568,0.9574953459003057,1.1115466856735567
279,0.5080702681115314,7.395883743158592,1.1152300748607118,7.276853553299876,15.98190348975757,0.4540265777846378,9.400768375754099e-06,1.0000000075204878,1.9065829707823096,2.0315315315315314
280,1.4028249275644171,7.964401658663309,0.9254786751064604,2.062201358663291,47.7230713804099,0.39298717262394217,0.00240680199233358,1.0000000000000016,1.2247824313698334,1.484375
281,1.394127370105282,11.95358650975309,1.2793119261971082,2.9208178540928627,12.537658716110162,0.6898797201588427,0.0018903438416423607,1.0,1.1394882601463863,1.150943396226415
282,0.47161867838445204,9.547420779611851,1.2422960293242786,6.400010264110381,20.91365881636935,0.7108044288707503,0.0014852937769086244,1.8570911138025592,3.5782575436363584,2.7149280575539567
283,0.6634840829237056,10.507051636540776,1.2459871897671027,3.420329616183635,23.70331711081912,0.05282288165368883,0.003695701134560237,1.0,1.0251781189718485,1.0625
284,1.2027265610508555,7.643665418987668,0.7636236676699191,6.107633313603568,15.10348214197142,0.6737683348757622,0.0023058447122492704,1.0,1.2396857475728758,1.3888888888888888
285,1.2832919784161838,7.674683039214509,1.823647338647367,5.2475532147517745,14.185203284696,0.1488584583242486,0.0034034710684847608,1.0,1.0231405924367487,1.0
286,1.3839234270418135,7.269361488212256,0.6305083236625548,7.8994056376431185,17.369938329190823,0.7056836358878338,0.0034814929809082146,1.0,1.2506964773915745,1.4883720930232558
287,0.7388208915043197,7.612326653231248,1.3868101319085153,2.050784085472917,11.732272904183105,0.2126198122944672,0.003722488287336335,1.000000000000089,1.0515559253195415,1.0512820512820513
288,1.1361134417127543,4.9268148165486005,1.7216105836506985,3.666507222429429,47.458830058040725,0.4142540223494165,0.003691630044535208,1.000000001946108,1.4774699294420313,2.3983739837398375
289,1.386895399382807,8.022154087236128,1.7702959712720205,2.4254283403988555,42.8194939400283,0.79515625425974,0.0004354081187718806,1.0103701175604614,5.9045532543689845,5.1646090534979425
290,1.0957575412505522,10.992533330183054,1.1218720016416457,4.9837316735646375,45.44621549004161,0.08237784914145903,0.002414703700515659,1.0,1.0267733369215029,1.0909090909090908
291,1.2424481656669435,5.2327825074347,0.6522787668050238,4.314666424479395,35.42977278638442,0.7043886111026818,0.0025649800897492893,1.0000010986901875,3.450984540451781,4.916666666666667
292,1.0509590244584854,10.003834282663972,1.099904613521423,5.961718417748114,40.94062938660394,0.282108225088568,0.0016510858958171492,1.0,1.1771282375643197,1.4375
293,1.413692358172267,7.780939183144109,1.2765955093227255,7.747670133744492,14.179934722738432,0.24117958443694498,0.0025050793861607925,1.0,1.035810918575391,1.0476190476190477
294,0.6828879271857882,5.417681560000778,1.953387554023789,5.928817540857624,26.473853266741298,0.7262339747257619,0.004127405778703131,1.4180041831632273,3.794048765981892,2.572296476306197
295,0.9298710777325592,10.761059679126902,1.0141820740067045,3.344262635833852,18.081912796440342,0.6836341582191909,0.004209682080982703,1.0,1.9485697945647098,2.438095238095238
296,0.8358379958563849,11.777960121599861,1.198976939208332,5.783222526933079,40.988055607127436,0.5707147133086145,0.0017554681483111074,1.191271418467123,7.851384804503999,4.593667546174142
297,0.5168506859260906,9.876468793231957,1.2053802268932112,4.730349707086109,29.37216641991812,0.5053645731916214,0.0009278560877054809,1.4906060759203592,4.740242609679889,3.143835616438356
298,1.2206767924437871,5.122913101234799,1.917602525008732,2.7923261581447756,49.574302852724315,0.16824470363816918,0.004853461690765409,1.0000000000000009,1.0580098805807954,1.1333333333333335
299,1.091901355416734,5.48161367581086,1.653683368055206,6.1070277659453565,25.188313609982018,0.6837192039617153,0.0027415088737231643,1.0000000001512188,2.09794662196843,3.044117647058823
300,0.6928494688340168,9.839306497657397,1.6175801595053674,7.305419798327681,36.62955340722578,0.6169566658897263,0.002709093677116733,1.625757618406691,4.295702493046122,2.9709497206703905
301,1.4236618160133148,7.910390775465808,1.579535442295573,3.989772129539091,46.50901016934695,0.19244681987525458,0.0012878979776372163,1.0,1.0573016688936487,1.1428571428571428
302,0.5831618137188497,11.480817249737395,1.8722953538716443,7.66365448452388,16.32415727617723,0.27333152053837395,0.0047363951741358256,1.0,1.1821694209521432,1.3018867924528301
303,0.6365267204762896,5.774517952332168,0.5742520862668311,5.970631654235653,12.018570647073737,0.17771154051302374,0.0035178652771142814,1.0,1.0501140398731081,1.074074074074074
304,0.5318050409049833,6.776825317407779,0.5870668685746987,6.119606170937423,40.658179632472766,0.5635863259919961,0.004377647740816267,2.0223259974238283,1.7191107952501654,1.8492484526967283
305,1.4034847647259745,7.165051426902916,1.1108097955219869,7.191834927354655,12.507057905314035,0.6772306470291949,0.0001224772095366744,1.0,1.1235771018547902,1.1818181818181819
306,1.0460143985711419,8.015255491399397,1.519244175146124,7.707261513261082,11.77467147623204,0.3987257321586994,0.004689700564515184,1.0,1.074783566922836,1.0999999999999999
307,1.1159297692956047,4.62816923162452,0.780090533480726,7.300642087736199,37.118417070100456,0.27652824350773075,0.0008429166547230587,1.0,1.1408644422740015,1.3461538461538463
308,1.4792026435349006,6.866990184678147,1.1041111120921865,3.7007865957094905,48.328088560929785,0.6771220327152481,0.00421259476818492,1.0000000844233132,3.5488124498546263,6.285714285714286
309,1.0855899002804559,8.934737910119889,1.2036340241055372,7.216237628262513,25.00594021317284,0.24712084105280113,0.0009548399680076808,1.0,1.0951909419213026,1.1923076923076923
310,1.3886295494637917,7.438638330552987,1.7751800610762418,6.880271516597492,41.55735673731822,0.4411597194999744,0.004970811423481918,1.0,1.2658793360587237,1.6739130434782608
311,1.1672534972405262,4.0432384563413075,1.0982683812762872,7.198846691654691,11.333071196713078,0.3065491822008175,0.0043673990080832425,1.0,1.0418730184560592,1.0555555555555556
312,1.4274057521465118,8.605124482142973,0.8661812780214231,6.0699518221752555,18.862434426295543,0.4877007766513434,0.0011833176438444083,1.0,1.1330012321524148,1.2413793103448276
313,0.36020859293046303,6.179619602607274,1.4621156286215162,7.148660242560907,15.615583812748595,0.2927634205652085,0.0038258325047404963,1.00000115027519,1.5001038029594593,1.6872427983539091
314,0.7189300713155452,10.336924051160722,0.733910448664506,6.455521284010182,31.2737437623,0.7171451136729707,0.003033921614097333,1.5750498745388772,4.4568609729625495,2.9684848484848487
315,0.43905640621256303,5.61468372558589,1.1982248539834348,3.431431560581996,32.93151915739348,0.4840396852004205,0.00012673880570957032,2.156723815260187,2.786987056102945,2.4997094712376526
316,1.2135571723138066,10.95809224460939,1.943641813137423,6.961715120950803,41.86770385161948,0.6234935085340865,0.0034342842111658852,1.0000000013497519,4.8538580070046535,8.132530120481928
317,1.445132547988435,10.584389715235437,0.8271565840718327,6.766813601137672,11.279878282284672,0.763523639848388,0.00434173531809525,1.0,1.1218784357789868,1.15625
318,0.3366871132420356,11.697933395577287,1.7453893145896633,3.2455621312718517,45.04238789854311,0.14522967163762873,0.0009073593875299624,1.0000601720760118,1.833961769784344,3.4295774647887325
