run,model,pattern,release_cv,peak_km,auc_km_ms,excess_auc_km_ms,clearance_ms,minimum_free_fraction
75,Transporter-state,Poisson,0.0,0.2500026713160305,2.3079310006230807,5.3705078750798664e-08,2.24,0.20921366996973978
76,Transporter-state,Poisson,0.0,0.46169770217166994,5.266391331992691,0.05265715129245674,2.3000000000000003,0.03935580246333059
77,Transporter-state,Poisson,0.0,0.25790416225369456,3.3520699223423716,0.0002787260257322877,10.16,0.06769526593922881
78,Transporter-state,Poisson,0.0,0.2755760467391844,2.4118993011333023,0.0007033487705878671,3.3000000000000003,0.1737559257917186
79,Transporter-state,Poisson,0.0,0.25287442052508025,2.254862389726749,5.751753454633412e-05,2.3000000000000003,0.14995684123286113
80,Transporter-state,Poisson,0.0,0.2541445158983368,2.384421149613698,0.00010327645583804722,2.14,0.15572023982542138
81,Transporter-state,Poisson,0.0,0.25362825887363993,2.362054707184503,7.715007527573257e-05,2.06,0.23713182404014044
82,Transporter-state,Poisson,0.0,0.2501226823056946,2.47013219234776,2.6440563379714897e-06,3.62,0.16724458633775918
83,Transporter-state,Poisson,0.0,0.36392336614821497,3.814021044946637,0.01413766849944811,2.04,0.04548469808766986
84,Transporter-state,Poisson,0.0,0.2643748005675144,2.654406376694963,0.00034537803804838505,2.4,0.14591840568741887
85,Transporter-state,Poisson,0.0,0.25047729887517955,2.2040793251060173,9.83617107531809e-06,2.3000000000000003,0.2161690869500431
86,Transporter-state,Poisson,0.0,0.26563932198614704,3.166120507772468,0.00047157456657304195,2.18,0.10193472698573769
87,Transporter-state,Poisson,0.0,0.2512920981253879,2.5001564043974147,2.7291555982084102e-05,2.1,0.16321926207229853
88,Transporter-state,Poisson,0.0,0.32460941866749426,2.846619894600027,0.004686670731536861,2.52,0.10340133900598991
89,Transporter-state,Poisson,0.0,0.25989274735626083,2.2970580126156945,0.00019798225342833821,2.24,0.19646231529486258
90,Transporter-state,Poisson,0.0,0.37529884413290704,6.744264919827862,0.24613510235293473,2.12,0.024039820709038207
91,Transporter-state,Poisson,0.0,0.2534895693850784,2.876934989816942,0.00013060905025262802,8.98,0.08613291019947145
92,Transporter-state,Poisson,0.0,0.2509732555999265,2.457519728178312,2.0020741205668546e-05,2.94,0.1689082343669588
93,Transporter-state,Poisson,0.0,0.30497394878179807,2.4535778199097775,0.002580398856439137,3.06,0.21905298085611336
94,Transporter-state,Poisson,0.0,0.25021996230437255,2.1936774077931562,4.399249736406485e-06,2.82,0.24677252332885136
95,Transporter-state,Poisson,0.0,0.2500116984655725,2.268594035324529,2.3400686402275106e-07,2.2800000000000002,0.20669206739309942
96,Transporter-state,Poisson,0.0,0.3220735929624236,2.887679737406132,0.008419494636465841,2.22,0.06836722450381871
97,Transporter-state,Poisson,0.0,0.2522910002898928,2.7417582391455455,8.0899853217834e-05,5.88,0.16332233321595302
98,Transporter-state,Poisson,0.0,0.27477300830541146,3.3871486784434603,0.0013666293633733395,4.04,0.09567925292242307
99,Transporter-state,Poisson,0.0,0.258875685528775,3.0110014403209284,0.0002090485862913549,2.18,0.10793570487307158
100,Transporter-state,Poisson,0.0,0.2687640653176527,2.447732956373268,0.000513509288748767,2.72,0.14557307997307722
101,Transporter-state,Poisson,0.0,0.3635390342346063,2.5146937919520664,0.007503585818039964,2.32,0.14946197470745026
102,Transporter-state,Poisson,0.0,0.2926047093928015,3.2165263793171777,0.005025815621873762,2.04,0.05275910211046397
103,Transporter-state,Poisson,0.0,0.2754187434994919,2.1699518392306367,0.0006959200727216897,2.36,0.26763516205177185
104,Transporter-state,Poisson,0.0,0.41610426449270227,2.7225957850293856,0.014386032080716468,2.02,0.1237667712414281
105,Transporter-state,Poisson,0.0,0.25020153920933186,2.4659208790817155,5.0084798954674885e-06,2.82,0.1496733548039315
106,Transporter-state,Poisson,0.0,0.28411282274138183,2.481879002052012,0.0012913360256484063,2.18,0.1719711896888595
107,Transporter-state,Poisson,0.0,0.2500626164545847,2.5310071391394717,2.240571584565254e-06,3.04,0.17107911377098195
108,Transporter-state,Poisson,0.0,0.2687704154866395,2.4096328761210963,0.0005339965562994176,3.18,0.14694660004378268
109,Transporter-state,Poisson,0.0,0.27653204656968644,2.206650500377505,0.0007627227912521294,2.5,0.23405055595221358
110,Transporter-state,Poisson,0.0,0.28371391219735587,3.432109817828091,0.004010712322804892,2.44,0.04981320191097305
111,Transporter-state,Poisson,0.0,0.2500483203231609,2.471480344278974,1.4642270643383528e-06,2.24,0.13490818461695508
112,Transporter-state,Poisson,0.0,0.25151527485376984,2.244262759808717,3.4592238105950474e-05,2.12,0.24914755605646366
113,Transporter-state,Poisson,0.0,0.2500073010966739,2.2535195642719508,2.746867342007242e-07,2.1,0.2534032447318434
114,Transporter-state,Poisson,0.0,0.259944572839614,2.502559840803938,0.00028276056343484735,2.06,0.19425393578701478
115,Transporter-state,Poisson,0.0,0.25032182294317123,2.3554254596793345,6.447059513345898e-06,2.7800000000000002,0.15227393111046206
116,Transporter-state,Poisson,0.0,0.26411856090707264,4.272669492785203,0.0006217627665851643,3.7,0.06115783116832241
117,Transporter-state,Poisson,0.0,0.2640335387110027,3.070123677695896,0.0007708536084776418,2.2800000000000002,0.06319284989550844
118,Transporter-state,Poisson,0.0,0.2945304775548406,3.812997668279242,0.006842740233816252,4.0,0.051239069218625866
119,Transporter-state,Poisson,0.0,0.2509291256916951,2.2521167599899723,1.9336135194697457e-05,2.44,0.22652507885095197
120,Transporter-state,Poisson,0.0,0.2500028992447659,2.0950200065281943,5.943171238587119e-08,2.2600000000000002,0.24861960451105636
121,Transporter-state,Poisson,0.0,0.3069333455406298,2.553883640894413,0.003842101908446315,3.18,0.1746682735789986
122,Transporter-state,Poisson,0.0,0.25021585688952885,2.6703676356249297,7.87758725464105e-06,2.14,0.11695695663062722
123,Transporter-state,Poisson,0.0,0.250000815762397,2.3416001696809836,1.7758100387954558e-08,2.22,0.22993556967340212
124,Transporter-state,Poisson,0.0,0.2586122865284971,3.2352351965576736,0.00026692122435422296,2.62,0.07135933799720706
125,Transporter-state,Poisson,0.0,0.27696011043715185,2.4649803095477707,0.000989843541082095,2.04,0.1572814990182151
126,Transporter-state,Poisson,0.0,0.2565924376525932,2.8575347287059065,0.00016825485315410396,2.24,0.07061381348600604
127,Transporter-state,Poisson,0.0,0.2507261193412097,3.0377358549298723,2.669699733286679e-05,2.04,0.12829791671562474
128,Transporter-state,Poisson,0.0,0.3577908841647374,3.101132950046635,0.02042282989805985,2.84,0.05587040957483269
129,Transporter-state,Poisson,0.0,0.2651767494348048,2.3523687892893186,0.0003083723751894551,2.64,0.25600108209247385
130,Transporter-state,Poisson,0.0,0.29113280090576554,4.46271721236548,0.00945472084015802,7.68,0.037832702762924275
131,Transporter-state,Poisson,0.0,0.2503806234538903,2.770578700754268,1.1234065979702778e-05,2.2800000000000002,0.10225786685748961
132,Transporter-state,Poisson,0.0,0.6497545345330811,10.089663700755832,2.8406418087845178,3.94,0.012523230100976557
133,Transporter-state,Poisson,0.0,0.5154871189966033,9.76276357345113,1.3052902713928602,2.52,0.016119669782320267
134,Transporter-state,Poisson,0.0,0.25233167687982533,2.515027413705879,4.666696517060198e-05,2.1,0.12793332731902407
135,Transporter-state,Poisson,0.0,0.2559652549295514,2.9917376101598467,0.00020222162718058878,2.96,0.0923217002069141
136,Transporter-state,Poisson,0.0,0.3343877736305814,3.4656765649277212,0.011331531518014514,2.12,0.06555113781211086
137,Transporter-state,Poisson,0.0,0.2578352792350968,3.6818232360722534,0.00031771047141338046,5.0,0.06684326973219101
138,Transporter-state,Poisson,0.0,0.3608810388864415,3.7464056312131113,0.026215797518266883,2.02,0.05273372883650007
139,Transporter-state,Poisson,0.0,0.2734297491738819,2.785027729941027,0.000834693569604198,2.12,0.07636919446987822
140,Transporter-state,Poisson,0.0,0.4325929625253012,2.836795830645101,0.036675827284477325,3.22,0.10257130448644725
141,Transporter-state,Poisson,0.0,0.2703182184443326,3.4415773157720366,0.0010793111910767817,2.1,0.06238163401641206
142,Transporter-state,Poisson,0.0,0.41386399589741873,6.56099910923003,0.4627239187586614,2.62,0.021042690125705588
143,Transporter-state,Poisson,0.0,0.25524089793134996,2.2744203996587222,0.00010483758836310365,2.06,0.22333068984622972
144,Transporter-state,Poisson,0.0,0.3568751698640693,2.541279850392339,0.006720575100844856,2.6,0.19156901679053007
145,Transporter-state,Poisson,0.0,0.2559110535862835,2.5937404155677903,0.00012295264313964995,2.06,0.16668280085912057
146,Transporter-state,Poisson,0.0,0.2772110519523655,3.4680170912985915,0.003107075725663773,2.04,0.04587556539685811
147,Transporter-state,Poisson,0.0,0.25004231037631774,2.2737064665281492,8.623165484744622e-07,2.44,0.22274579509460057
148,Transporter-state,Poisson,0.0,0.2520318034362768,2.1829264701806914,4.759633825838106e-05,3.5,0.22140162375768413
149,Transporter-state,Poisson,0.0,0.2664130346028027,2.983603647728947,0.00036880896912328215,6.74,0.12278151581051044
150,Transporter-state,Poisson,0.0,0.2878714472668522,2.6041285858753738,0.0014348140227011107,2.04,0.18863009859788116
151,Transporter-state,Poisson,0.0,0.28925143531723085,2.3259242667637645,0.0014990296773722612,3.12,0.15795808849225423
152,Transporter-state,Poisson,0.0,0.4659676409603721,6.5642448571914285,0.7744925872270904,2.8000000000000003,0.018219446005020012
153,Transporter-state,Poisson,0.0,0.2698756221330866,2.667874610330454,0.0005014324122031622,3.2,0.18912633247954547
154,Transporter-state,Poisson,0.0,0.2500206299908461,2.4463424942454974,6.00351785015052e-07,3.66,0.19841662832831708
155,Transporter-state,Poisson,0.0,0.2502466497269037,2.4575246236823354,5.798540955199716e-06,2.7600000000000002,0.1330303646245914
156,Transporter-state,Poisson,0.0,0.25000000894584784,2.1207915578489103,1.8193917150632898e-10,2.08,0.32726272632382725
157,Transporter-state,Poisson,0.0,0.31652092375885216,4.115514544546585,0.022875343525191025,4.12,0.03565519879164292
158,Transporter-state,Poisson,0.0,0.30593237493654213,2.7051654856795917,0.002873147400930153,3.92,0.09709709033957947
159,Transporter-state,Poisson,0.0,0.2571988567640313,2.7469061461270643,0.00015039905264088162,2.02,0.11695818454918672
160,Transporter-state,Poisson,0.0,0.3089591002613742,2.646697725916003,0.003650734737137076,2.16,0.12593994907419237
161,Transporter-state,Poisson,0.0,0.25432337066950844,2.45629290526479,0.00017158619186391502,3.1,0.23557971259296562
162,Transporter-state,Poisson,0.0,0.2677188295980139,2.637169893222239,0.0005153140890503348,2.02,0.12457772585807436
163,Transporter-state,Poisson,0.0,0.2906704903712579,4.580253186653876,0.009336900867823548,2.06,0.03839637240524141
164,Transporter-state,Poisson,0.0,0.2667688769484084,2.249074128190581,0.0003793609960397493,2.2600000000000002,0.26560267130767545
165,Transporter-state,Poisson,0.0,0.2500000057592342,2.2504498544284535,1.1632135699102265e-10,2.7,0.29616294983500857
166,Transporter-state,Poisson,0.0,0.2537675026126766,2.6226513893183303,0.00011168450171574085,7.08,0.129470870815505
167,Transporter-state,Poisson,0.0,0.2615882577856111,2.8159365040279325,0.00048252914362148963,8.52,0.09554653404979963
168,Transporter-state,Poisson,0.0,0.2515390925725269,2.361676770021001,3.198918333553569e-05,5.18,0.20072930119964727
169,Transporter-state,Poisson,0.0,0.3868047835438384,2.9867703466862943,0.01988046873218462,2.08,0.08854374439127832
170,Transporter-state,Poisson,0.0,0.25029681555802546,2.72149627160521,6.256450745069086e-06,4.44,0.1097791571024681
171,Transporter-state,Poisson,0.0,0.3118215246960608,3.195740654339677,0.0052002748614345925,8.76,0.08689149380476202
172,Transporter-state,Poisson,0.0,0.29938158586194086,2.7097087908636928,0.002030556886658017,5.36,0.1625170483238202
173,Transporter-state,Poisson,0.0,0.27128137048479983,2.7303041823005016,0.0006815145548906098,2.74,0.11844602759129086
174,Transporter-state,Poisson,0.0,0.27023965549059903,3.0893190557651633,0.0011256946230124522,2.02,0.05752644936383877
175,Transporter-state,Poisson,0.0,0.25363222155072923,2.4883241443887525,0.00013655310845913984,2.62,0.15597641880472435
176,Transporter-state,Poisson,0.0,0.4366872617238468,2.416806688122825,0.020166513545502616,7.0,0.14277937136022434
177,Transporter-state,Poisson,0.0,0.29231057255789755,2.8705497556573065,0.0032022616266879776,8.700000000000001,0.09415113862838675
178,Transporter-state,Poisson,0.0,0.2500000003965111,2.088418082942917,9.28219945350861e-12,3.2600000000000002,0.3372111690409314
179,Transporter-state,Poisson,0.0,0.3800205602376102,3.1309313067103615,0.024088949289475664,11.16,0.061388652162227775
180,Transporter-state,Poisson,0.0,0.2693924890345989,3.4486049831081687,0.0010797361191267696,5.74,0.060458088173359625
181,Transporter-state,Poisson,0.0,0.25639198037913397,3.091364349315997,0.00028933652474383845,2.04,0.06633465790529258
182,Transporter-state,Poisson,0.0,0.27935283294321445,2.752258660742006,0.0010449174680710793,2.46,0.09516592398981127
183,Transporter-state,Poisson,0.0,0.3738073073959013,6.109472651499405,0.21456729666019367,2.36,0.02431939651583348
184,Transporter-state,Poisson,0.0,0.5,3.6693445540428176,0.02616215183345505,4.68,0.04577020644868901
185,Transporter-state,Poisson,0.0,0.29140412440952274,2.5457434404817336,0.0014898743503609568,2.42,0.1609685667482913
186,Transporter-state,Poisson,0.0,0.2502310478043305,2.3429093699340604,7.4868470820499414e-06,2.24,0.2567835831822568
187,Transporter-state,Poisson,0.0,0.3389970731167411,3.2930211626084356,0.00880656898403066,2.92,0.05464006714726233
188,Transporter-state,Poisson,0.0,0.3588342996476154,2.7797277782285628,0.0166162189851455,9.14,0.08456090705084096
189,Transporter-state,Poisson,0.0,0.2731112256500251,3.8773394144969395,0.0015029539664784474,2.2,0.056731067521906486
190,Transporter-state,Poisson,0.0,0.25038777865323747,2.3155444491010617,1.749838476978738e-05,2.52,0.2137884863696342
191,Transporter-state,Poisson,0.0,0.3632768316728101,3.119868612863758,0.01554539942328553,2.24,0.05902992169450694
192,Transporter-state,Poisson,0.0,0.2682764672396702,2.9500647014840338,0.000703531093682116,2.02,0.07998610977256038
193,Transporter-state,Poisson,0.0,0.27540186732871286,2.514085039088172,0.0008186892172580452,3.2,0.2263750128984876
194,Transporter-state,Poisson,0.0,0.28616373147565105,2.9879797490194195,0.001243926396584022,2.86,0.11369350417105706
195,Transporter-state,Poisson,0.0,0.27528408785504244,2.6179575348990265,0.0010769563313779004,2.66,0.10827015575525012
196,Transporter-state,Poisson,0.0,0.25078021512933346,2.3340019459681423,2.8197599196574385e-05,5.58,0.18235321815842487
197,Transporter-state,Poisson,0.0,0.254139384306706,2.859538535628787,9.312798258312217e-05,2.86,0.08600246063716077
198,Transporter-state,Poisson,0.0,0.25943553652260415,2.7319891307157094,0.0002520162258815772,5.5,0.09152739688106071
199,Transporter-state,Poisson,0.0,0.42177050054904647,2.6419178960112366,0.016751356612673924,2.02,0.1642501196024604
200,Transporter-state,Poisson,0.0,0.2762577967873305,3.587920591342588,0.0021306092565245576,2.06,0.05068189944598489
201,Transporter-state,Poisson,0.0,0.39547995629952454,5.5367749863475195,0.31168390546941477,2.02,0.022533238124391675
202,Transporter-state,Poisson,0.0,0.2551761504343882,2.847674293007969,0.00018123222945557347,2.34,0.07261842038699506
203,Transporter-state,Poisson,0.0,0.2859344914804378,2.2619525067612174,0.001370173783780646,2.92,0.1828847426834569
204,Transporter-state,Poisson,0.0,0.2500008577127988,2.145155859030573,1.7155254348200093e-08,2.04,0.25783666371255676
205,Transporter-state,Poisson,0.0,0.27420148254394994,4.3927246496649675,0.002955153274373697,2.02,0.04854350548700759
206,Transporter-state,Poisson,0.0,0.2500681972564183,2.3198837846510223,1.3754899362106168e-06,2.24,0.19770274897776097
207,Transporter-state,Poisson,0.0,0.2510636788013253,2.760001592358179,4.311798418096702e-05,2.22,0.09772673200564996
208,Transporter-state,Poisson,0.0,0.2689434829344921,3.33648817789373,0.0013297900616029456,2.18,0.07041840516846665
209,Transporter-state,Poisson,0.0,0.2500000951095965,2.37768847381982,1.95186675155945e-09,4.66,0.22910208115378938
210,Transporter-state,Poisson,0.0,0.3249458421701841,2.2923375203987253,0.004173692364929138,2.38,0.18399880620177445
211,Transporter-state,Poisson,0.0,0.3080158434450985,3.5684027552450024,0.009885679617061527,2.2600000000000002,0.04578891560245213
212,Transporter-state,Poisson,0.0,0.25242478371051463,2.5142031905375752,5.243001228629973e-05,2.48,0.1458109301732653
213,Transporter-state,Poisson,0.0,0.2596589227883841,3.762587201067913,0.0005315865983961753,2.04,0.056905124543039975
214,Transporter-state,Poisson,0.0,0.2500003845463074,2.3651075053983797,1.452533475054807e-08,2.02,0.21957950083077393
215,Transporter-state,Poisson,0.0,0.2509608184070249,2.868272670097754,4.117545057751859e-05,2.1,0.09472315715063695
216,Transporter-state,Poisson,0.0,0.29139025391510426,2.5627853374325675,0.0019773648274149618,2.52,0.1375552229180781
217,Transporter-state,Poisson,0.0,0.2756671537047183,3.9780969717770396,0.002236409852958472,2.16,0.061405396470940454
218,Transporter-state,Poisson,0.0,0.2656760649112304,2.4363071099012257,0.0003266438731004684,2.04,0.1748802893589554
219,Transporter-state,Poisson,0.0,0.2500800048931097,2.3379041282622968,1.6104965025331984e-06,2.94,0.2293678133467073
220,Transporter-state,Poisson,0.0,0.25865125114134097,3.0753430366554895,0.00020277554958648026,2.16,0.09411876883567827
221,Transporter-state,Poisson,0.0,0.25630411291624944,3.0919151314471245,0.0002698310876968268,2.12,0.06817712063836012
222,Transporter-state,Poisson,0.0,0.25020749485241717,2.6321174217881276,6.604920697781402e-06,2.12,0.11822279167217864
223,Transporter-state,Poisson,0.0,0.3508763248887709,3.9644024180787722,0.008033496726247657,2.12,0.053111710998897
224,Transporter-state,Poisson,0.0,0.2716691079908127,3.593857791268329,0.0010820171861857298,5.96,0.07019658322141809
225,Transporter-state,Poisson,0.0,0.2574114907686977,2.8188279312609743,0.00022251160124098554,4.0200000000000005,0.12396388732299313
226,Transporter-state,Poisson,0.0,0.3322055629742844,3.339240282466526,0.009446890642526191,2.04,0.07352008537831267
227,Transporter-state,Poisson,0.0,0.3790634836297083,3.8148662805459104,0.019784563944383535,2.3000000000000003,0.04249896435212219
228,Transporter-state,Poisson,0.0,0.314566763808061,2.6398286856772866,0.0053262149731337785,2.32,0.09581938788721889
229,Transporter-state,Poisson,0.0,0.2528180209437337,2.589820750092771,5.648595827321468e-05,2.38,0.09420372784298103
230,Transporter-state,Poisson,0.0,0.3152226714299649,3.9958975696661634,0.004886217396362071,2.1,0.07825379921876996
231,Transporter-state,Poisson,0.0,0.25042222894238203,2.425668649841884,1.0747113404026011e-05,2.02,0.16115794824544039
232,Transporter-state,Poisson,0.0,0.263824362530172,2.866399955194652,0.0005180529434567627,2.02,0.0957615104284899
233,Transporter-state,Poisson,0.0,0.27447368895103924,3.6919508914430863,0.0017833197354586593,4.54,0.060317085282093785
234,Transporter-state,Poisson,0.0,0.27710289416902517,2.555255938229914,0.0008524281890823194,2.04,0.12248998405494493
235,Transporter-state,Poisson,0.0,0.47339797577051773,3.721822736722668,0.053400051835680966,2.06,0.04974667224978602
236,Transporter-state,Poisson,0.0,0.26839567271801457,2.870014858557217,0.0005798630770152003,2.12,0.09404225019118106
237,Transporter-state,Poisson,0.0,0.25766656045790104,3.11559713822458,0.00025806675530654186,2.52,0.07125422038666318
238,Transporter-state,Poisson,0.0,0.3287610089088313,3.17798375164473,0.005463749783513226,2.02,0.06736873215147576
239,Transporter-state,Poisson,0.0,0.25001452730287843,2.1951099070182805,2.908498418674466e-07,2.2800000000000002,0.31632428278795044
240,Transporter-state,Poisson,0.0,0.3245180613666553,5.11365509566708,0.0462595763923748,12.8,0.03187760059838651
241,Transporter-state,Poisson,0.0,0.331868613689149,2.7444782751266072,0.005413063645789624,2.7800000000000002,0.07055565455250501
242,Transporter-state,Poisson,0.0,0.46201407001617406,2.2722021460387345,0.022351491574176117,2.54,0.16892596138815208
243,Transporter-state,Poisson,0.0,0.40517189938394355,6.390340002177463,0.390341967589047,2.1,0.021642073057641764
244,Transporter-state,Poisson,0.0,0.3172184672946474,5.8799549658721775,0.050882579421233295,2.02,0.03368753204340469
245,Transporter-state,Poisson,0.0,0.3397680298383301,2.465238531686376,0.005464108156709966,4.86,0.2180314016841196
246,Transporter-state,Poisson,0.0,0.25984498863175876,3.1316008788800085,0.00037401128727391537,2.46,0.11226013838712823
247,Transporter-state,Poisson,0.0,0.2507266207845546,2.277562380305144,1.4946740192751661e-05,2.1,0.22438949471426928
248,Transporter-state,Poisson,0.0,0.2500000222323945,2.106558390799527,4.446556467474494e-10,2.68,0.3330462984390574
249,Transporter-state,Poisson,0.0,0.37336535421785777,2.614428118492016,0.008695779188328227,2.12,0.11753679291531816
250,Transporter-state,Poisson,0.0,0.26271482853588524,2.6189595568705464,0.00026600553973680444,2.02,0.15310369011058567
251,Transporter-state,Poisson,0.0,0.2660638603035203,2.8374540709442586,0.00039435700467827287,2.06,0.08119709745377357
252,Transporter-state,Poisson,0.0,0.2648762918801845,2.4924354588338513,0.00046823670395354955,2.48,0.15564465944065464
253,Transporter-state,Poisson,0.0,0.2500000000056605,1.9808562704735477,1.3059442416363253e-13,2.2800000000000002,0.3733059139625887
254,Transporter-state,Poisson,0.0,0.27210231209963126,2.9766673296261565,0.0009298456291963086,9.16,0.0843976918836239
255,Transporter-state,Poisson,0.0,0.25768556803685566,2.2868558083677177,0.00017855425831021625,3.2800000000000002,0.21596445720226987
256,Transporter-state,Poisson,0.0,0.27018487881503894,2.4241681161381754,0.000825971868813894,2.32,0.1611966462743354
257,Transporter-state,Poisson,0.0,0.34726597713720075,5.10717234518807,0.02494833106005856,3.08,0.042984558622708
258,Transporter-state,Poisson,0.0,0.2872751061180471,3.504065298410594,0.005259245329493378,2.02,0.045438028331132085
259,Transporter-state,Poisson,0.0,0.25187545922445553,2.7407283718541073,6.090718510469718e-05,2.04,0.13598974862333024
260,Transporter-state,Poisson,0.0,0.4800948319846301,4.504146077343688,0.04656633351484536,6.58,0.039941194108496614
261,Transporter-state,Poisson,0.0,0.3964834511166103,4.474468024699463,0.14439984826184082,16.46,0.028123947655138926
262,Transporter-state,Poisson,0.0,0.25177099056986263,2.514166717309551,3.5429859338995676e-05,2.64,0.14586159809613686
263,Transporter-state,Poisson,0.0,0.33525509813504023,2.9299954548704177,0.009842269233988787,2.34,0.07516266097579427
264,Transporter-state,Poisson,0.0,0.36553244617294045,3.021193421398348,0.015099079136341483,2.02,0.07876134381597089
265,Transporter-state,Poisson,0.0,0.28514103169194344,3.5875092870894334,0.004250862950953297,2.42,0.04567897844661273
266,Transporter-state,Poisson,0.0,0.272642479332999,2.6840940223701923,0.0008070364460400469,2.72,0.11754329535180352
267,Transporter-state,Poisson,0.0,0.3311615858717541,4.234802806255689,0.010707642950555351,3.2800000000000002,0.06800319529659682
268,Transporter-state,Poisson,0.0,0.3224321005728902,2.759087352905074,0.004773846582987639,2.08,0.12254920463717645
269,Transporter-state,Poisson,0.0,0.27392273724826405,3.9881647053165987,0.0026823977310984435,3.62,0.04516908072729464
270,Transporter-state,Poisson,0.0,0.25486017410672956,3.317595567276848,0.00013758449930371342,2.1,0.0663916570083658
271,Transporter-state,Poisson,0.0,0.27696949321369413,3.411584599661058,0.0020997660808126004,11.540000000000001,0.05329384791348568
272,Transporter-state,Poisson,0.0,0.2500000000000022,1.9969891837441232,4.4408920985006264e-17,2.04,0.40765706373705
273,Transporter-state,Poisson,0.0,0.2563127164552136,2.6427606548079416,0.0002021718278467211,2.48,0.10003408616084741
274,Transporter-state,Poisson,0.0,0.2505720275183723,2.34503596490059,2.0319697277977334e-05,2.7600000000000002,0.22202135957332614
275,Transporter-state,Poisson,0.0,0.25719930488824067,3.0835409090417945,0.00017776675571450797,2.14,0.07198866264975345
276,Transporter-state,Poisson,0.0,0.2502922433898112,2.363233890056357,5.91497314408107e-06,4.14,0.16746459801477542
277,Transporter-state,Poisson,0.0,0.26078286920053106,2.8434802681066658,0.0003525041856762001,2.7,0.07354826029100547
278,Transporter-state,Poisson,0.0,0.2520107569837682,2.868849325815752,4.10420884099627e-05,3.58,0.10034167694500329
279,Transporter-state,Poisson,0.0,0.27232590262660406,2.509343669574979,0.0010589768716992756,3.04,0.21321134223137528
280,Transporter-state,Poisson,0.0,0.25039838435680456,2.2819250584764763,1.3283888343256223e-05,3.7800000000000002,0.24360518638197526
281,Transporter-state,Poisson,0.0,0.37344729078592964,3.329165184284398,0.01801659177896705,2.02,0.07770596331500601
282,Transporter-state,Poisson,0.0,0.37117148970929553,3.1204930619984146,0.012658852884693343,2.2800000000000002,0.059057717387048125
283,Transporter-state,Poisson,0.0,0.29709790365122507,2.715881582707118,0.0021062397701047757,2.7800000000000002,0.08506315680055299
284,Transporter-state,Poisson,0.0,0.290349401249073,3.9148038097292814,0.007535980089572524,2.06,0.04055304880534227
285,Transporter-state,Poisson,0.0,0.3476171727019632,2.7038908817008105,0.0073301178365916715,3.1,0.09211254838905558
286,Transporter-state,Poisson,0.0,0.2563212441299075,2.7373306283691186,0.00016892284844673646,2.64,0.09819037640261996
287,Transporter-state,Poisson,0.0,0.26632588861902484,2.90359618820124,0.0007170549878835953,2.02,0.10576059492815948
288,Transporter-state,Poisson,0.0,0.250104768012092,2.235093915668823,2.0960870848030223e-06,2.06,0.24467956983238504
289,Transporter-state,Poisson,0.0,0.3038818346796253,3.781989933144756,0.014111861668188118,2.2600000000000002,0.037863994817961766
290,Transporter-state,Poisson,0.0,0.3024374912227269,2.3270383761716427,0.0023532944272979628,2.04,0.17488423143974807
291,Transporter-state,Poisson,0.0,0.26673511282055895,2.592348153771357,0.0004268967316623684,2.08,0.11931455077484177
292,Transporter-state,Poisson,0.0,0.3413586983425205,4.230576786318545,0.044991760258804116,2.7800000000000002,0.031715000805258464
293,Transporter-state,Poisson,0.0,0.3583832886801526,3.141478601865984,0.020685688841052274,11.98,0.052575837174740014
294,Transporter-state,Poisson,0.0,0.3220737874452959,3.0199662970754826,0.0043576703883339086,9.16,0.08276988150991826
295,Transporter-state,Poisson,0.0,0.2739261994797907,2.2911371269548835,0.0007356778274471899,2.38,0.1678368681842849
296,Transporter-state,Poisson,0.0,0.35190400582781295,2.3706133577375677,0.00852190697668516,2.04,0.14467492320025388
297,Transporter-state,Poisson,0.0,0.26342170103841933,2.8409928929345347,0.0005349850329833273,3.48,0.089401423815059
298,Transporter-state,Poisson,0.0,0.30509692952436795,2.7739498816569816,0.004445479683125269,3.68,0.08146816108931665
299,Transporter-state,Poisson,0.0,0.25546800129862646,2.7876047364428733,0.0002339169087173576,2.32,0.0934975332160718
0,Linear,Burst,0.0,0.25,1.8667690465374907,0.0,1.68,1.0
1,Linear,Burst,0.0,0.25,1.8667690465374907,0.0,1.68,1.0
2,Linear,Burst,0.0,0.25,1.8667690465374907,0.0,1.68,1.0
3,Linear,Burst,0.0,0.25,1.8667690465374907,0.0,1.68,1.0
4,Linear,Burst,0.0,0.25,1.8667690465374907,0.0,1.68,1.0
5,Linear,Burst,0.0,0.25,1.8667690465374907,0.0,1.68,1.0
6,Linear,Burst,0.0,0.25,1.8667690465374907,0.0,1.68,1.0
7,Linear,Burst,0.0,0.25,1.8667690465374907,0.0,1.68,1.0
8,Linear,Burst,0.0,0.25,1.8667690465374907,0.0,1.68,1.0
9,Linear,Burst,0.0,0.25,1.8667690465374907,0.0,1.68,1.0
10,Linear,Burst,0.0,0.25,1.8667690465374907,0.0,1.68,1.0
11,Linear,Burst,0.0,0.25,1.8667690465374907,0.0,1.68,1.0
12,Linear,Burst,0.0,0.25,1.8667690465374907,0.0,1.68,1.0
13,Linear,Burst,0.0,0.25,1.8667690465374907,0.0,1.68,1.0
14,Linear,Burst,0.0,0.25,1.8667690465374907,0.0,1.68,1.0
15,Linear,Burst,0.0,0.25,1.8667690465374907,0.0,1.68,1.0
