run,model,pattern,release_cv,peak_km,auc_km_ms,excess_auc_km_ms,clearance_ms,minimum_free_fraction
183,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
184,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
185,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
186,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
187,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
188,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
189,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
190,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
191,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
192,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
193,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
194,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
195,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
196,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
197,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
198,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
199,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
200,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
201,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
202,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
203,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
204,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
205,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
206,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
207,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
208,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
209,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
210,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
211,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
212,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
213,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
214,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
215,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
216,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
217,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
218,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
219,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
220,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
221,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
222,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
223,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
224,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
225,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
226,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
227,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
228,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
229,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
230,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
231,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
232,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
233,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
234,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
235,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
236,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
237,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
238,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
239,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
240,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
241,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
242,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
243,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
244,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
245,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
246,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
247,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
248,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
249,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
250,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
251,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
252,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
253,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
254,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
255,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
256,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
257,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
258,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
259,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
260,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
261,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
262,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
263,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
264,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
265,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
266,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
267,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
268,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
269,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
270,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
271,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
272,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
273,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
274,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
275,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
276,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
277,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
278,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
279,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
280,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
281,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
282,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
283,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
284,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
285,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
286,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
287,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
288,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
289,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
290,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
291,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
292,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
293,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
294,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
295,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
296,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
297,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
298,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
299,Transporter-state,Burst,0.0,0.25,2.221838049926361,0.0,2.9,0.4003872034738677
0,Linear,Tonic,0.15,0.3179181506571551,1.9087605761772175,0.01655090168476983,1.7,1.0
1,Linear,Tonic,0.15,0.31052924399366555,1.8770553199201212,0.01279237244994817,1.72,1.0
2,Linear,Tonic,0.15,0.30299438170741905,1.8624202238802827,0.010880969832303812,1.74,1.0
3,Linear,Tonic,0.15,0.35883864166384777,1.8626732371204624,0.019807933760296565,1.7,1.0
4,Linear,Tonic,0.15,0.3399368603017622,1.8743968993083755,0.010643028079475727,1.6400000000000001,1.0
5,Linear,Tonic,0.15,0.33530650102620263,1.8254102770258962,0.010903282846504157,1.68,1.0
6,Linear,Tonic,0.15,0.34728870532839134,1.7541069330216794,0.008779687983822313,1.6,1.0
7,Linear,Tonic,0.15,0.3160535306455711,1.8895988939996955,0.011516116241410466,1.58,1.0
8,Linear,Tonic,0.15,0.3168549071030557,1.89936254135165,0.011522984487146816,1.72,1.0
9,Linear,Tonic,0.15,0.38618011544263586,1.9535371313974987,0.025153700740376164,1.62,1.0
10,Linear,Tonic,0.15,0.3158001302826737,1.836812278454123,0.007863668526288134,1.72,1.0
11,Linear,Tonic,0.15,0.3551893824319067,1.9468907692368242,0.019562379872252622,1.7,1.0
12,Linear,Tonic,0.15,0.32391636131043117,1.8689155018863362,0.010060423074853254,1.62,1.0
13,Linear,Tonic,0.15,0.36353148370448013,1.8445184187405095,0.01488656878576774,1.62,1.0
14,Linear,Tonic,0.15,0.3073654558276096,1.7595794386214683,0.0075742509794953184,1.6400000000000001,1.0
15,Linear,Tonic,0.15,0.32486058962379327,1.889907189936915,0.015504702170661688,1.78,1.0
16,Linear,Tonic,0.15,0.31813433599506186,1.7992915345590463,0.008473118740377842,1.74,1.0
17,Linear,Tonic,0.15,0.5272835836338484,2.061711422937147,0.05759272167660289,1.6400000000000001,1.0
18,Linear,Tonic,0.15,0.32848906832233593,1.9222293627727036,0.015074286195951686,1.74,1.0
19,Linear,Tonic,0.15,0.32275176206497685,1.873550423453433,0.01288848367470845,1.78,1.0
20,Linear,Tonic,0.15,0.3603883918738554,1.8427039005685182,0.01499417347557189,1.58,1.0
21,Linear,Tonic,0.15,0.31056853291648634,1.9001484571832175,0.013363059145811935,1.72,1.0
22,Linear,Tonic,0.15,0.2973306650695231,1.7715011187172454,0.0033476805762013297,1.6600000000000001,1.0
23,Linear,Tonic,0.15,0.33024997572422016,1.9366348148384396,0.011950034480041399,1.7,1.0
24,Linear,Tonic,0.15,0.3423235248557423,1.9767527414831827,0.020951186263258478,1.68,1.0
25,Linear,Tonic,0.15,0.3462592792360627,1.9498733047459607,0.015317207042162757,1.6400000000000001,1.0
26,Linear,Tonic,0.15,0.3116662319256631,1.8685797704379563,0.01071778906264949,1.76,1.0
27,Linear,Tonic,0.15,0.33044656008509865,1.8115909973410054,0.010774450025369895,1.7,1.0
28,Linear,Tonic,0.15,0.3507544083164678,1.8296572539009575,0.01873380126829699,1.7,1.0
29,Linear,Tonic,0.15,0.30806239665222757,1.7434522328152375,0.004711281112691574,1.76,1.0
30,Linear,Tonic,0.15,0.3062641031453023,1.876287914874086,0.009494188145236565,1.68,1.0
31,Linear,Tonic,0.15,0.395992958925063,1.9889256032833118,0.025636151373850342,1.84,1.0
32,Linear,Tonic,0.15,0.3579404426411741,1.946057179095894,0.022507505277447833,1.6600000000000001,1.0
33,Linear,Tonic,0.15,0.3314665997458108,1.84748431560185,0.007738300423240923,1.6600000000000001,1.0
34,Linear,Tonic,0.15,0.34202911385036655,1.9272979180155423,0.01735983208431664,1.7,1.0
35,Linear,Tonic,0.15,0.3454352439404144,1.8830107987550293,0.015636365806656234,1.68,1.0
36,Linear,Tonic,0.15,0.34582318648775945,1.9239295101172695,0.012818617404007032,1.7,1.0
37,Linear,Tonic,0.15,0.3536556784900034,1.7894279665426644,0.014821570401279412,1.6600000000000001,1.0
38,Linear,Tonic,0.15,0.3047296334926176,1.8707622952073877,0.00793085361104181,1.6600000000000001,1.0
39,Linear,Tonic,0.15,0.33207253159827327,1.9435259660630164,0.01551199365631704,1.6600000000000001,1.0
40,Linear,Tonic,0.15,0.3387845525821451,1.8613619348215285,0.011935760312789086,1.6600000000000001,1.0
41,Linear,Tonic,0.15,0.31035903871396464,1.715425992225801,0.0038371309608874462,1.68,1.0
42,Linear,Tonic,0.15,0.30757271685132265,1.826478895026185,0.007323845782071271,1.6400000000000001,1.0
43,Linear,Tonic,0.15,0.36458246437841185,1.9951983073037267,0.026345465674507674,1.6600000000000001,1.0
44,Linear,Tonic,0.15,0.3318261147080354,1.906314133685073,0.018410444964664444,1.62,1.0
45,Linear,Tonic,0.15,0.3280589720984599,1.844264234836025,0.013418542378764754,1.62,1.0
46,Linear,Tonic,0.15,0.2921995172290078,1.8456597576191993,0.008325788434772715,1.58,1.0
47,Linear,Tonic,0.15,0.32427455752925644,1.8352932302396658,0.008572123365782171,1.6400000000000001,1.0
48,Linear,Tonic,0.15,0.37114660312736636,1.8553798888420843,0.016723558734573908,1.58,1.0
49,Linear,Tonic,0.15,0.34587419141861747,1.8961333741479103,0.014094145320002107,1.76,1.0
50,Linear,Tonic,0.15,0.3182860411059607,1.8163742438617456,0.009274153163758854,1.7,1.0
51,Linear,Tonic,0.15,0.3007216751088792,1.8618223392781048,0.00896092257500429,1.6600000000000001,1.0
52,Linear,Tonic,0.15,0.3547789132432241,1.9016099453651507,0.017245551513699227,1.58,1.0
53,Linear,Tonic,0.15,0.3327083478201279,1.8468704151467417,0.01180378601182474,1.72,1.0
54,Linear,Tonic,0.15,0.31287770767236706,1.7914221870539297,0.006615866270000261,1.74,1.0
55,Linear,Tonic,0.15,0.3358704009217594,1.8472590977991785,0.013209639153474501,1.78,1.0
56,Linear,Tonic,0.15,0.3166725093774605,1.7198156379466656,0.005064537860482717,1.6,1.0
57,Linear,Tonic,0.15,0.3394211052180074,1.7855421000729252,0.011618340590084758,1.56,1.0
58,Linear,Tonic,0.15,0.3317934388339597,1.8764582595508565,0.014276659355512098,1.68,1.0
59,Linear,Tonic,0.15,0.30518165372175815,1.873942696168768,0.01193663837748934,1.72,1.0
60,Linear,Tonic,0.15,0.3176987167322269,1.9013744269895818,0.010016180235425913,1.72,1.0
61,Linear,Tonic,0.15,0.3189550163255532,1.7894853509271602,0.00818973541206018,1.7,1.0
62,Linear,Tonic,0.15,0.3484741624801605,1.8376942309875148,0.013524647439964298,1.78,1.0
63,Linear,Tonic,0.15,0.33248547441685966,1.9479526116049128,0.017040048996029306,1.72,1.0
64,Linear,Tonic,0.15,0.3024865243977471,1.8221021942310318,0.0052722445905831385,1.6400000000000001,1.0
65,Linear,Tonic,0.15,0.3177313948418084,1.9926646127574341,0.019103576946164547,1.74,1.0
66,Linear,Tonic,0.15,0.33408237616177866,1.8520722125753146,0.010159675905915055,1.68,1.0
67,Linear,Tonic,0.15,0.32780454577265705,1.8534264591086183,0.009627954354850763,1.68,1.0
68,Linear,Tonic,0.15,0.38702262579377195,1.899411264666028,0.022334025497044076,1.6400000000000001,1.0
69,Linear,Tonic,0.15,0.3179806449933288,1.885287232843071,0.014365839923464574,1.7,1.0
70,Linear,Tonic,0.15,0.30233203937161207,1.8532737234117802,0.008660413467889727,1.62,1.0
71,Linear,Tonic,0.15,0.270982009990042,1.8190068427736164,0.00244313151919773,1.72,1.0
72,Linear,Tonic,0.15,0.3517602897930196,1.8886460176290067,0.020293629395502128,1.6400000000000001,1.0
73,Linear,Tonic,0.15,0.3128876951676962,1.7928129092428797,0.007291892467386651,1.68,1.0
74,Linear,Tonic,0.15,0.3960512821360066,2.002537378172704,0.037731216763136816,1.7,1.0
75,Linear,Tonic,0.15,0.29661546717104625,1.8295413825069335,0.005922954178752535,1.62,1.0
76,Linear,Tonic,0.15,0.3527900946449953,1.9478612375384226,0.021001765061543692,1.6400000000000001,1.0
77,Linear,Tonic,0.15,0.31759824165084743,1.7603048561822239,0.005370768495311389,1.6600000000000001,1.0
78,Linear,Tonic,0.15,0.3301820981856115,1.8798253186150715,0.015390021502799296,1.68,1.0
79,Linear,Tonic,0.15,0.30654774803940366,1.9051902868336545,0.011094238502427653,1.68,1.0
80,Linear,Tonic,0.15,0.3138024333511376,1.839912256077044,0.010847432366413272,1.7,1.0
81,Linear,Tonic,0.15,0.3095821503293601,1.7902852468874477,0.007995637165302518,1.7,1.0
82,Linear,Tonic,0.15,0.3197510556747378,1.9684406212392,0.015206222159920893,1.72,1.0
83,Linear,Tonic,0.15,0.3328357240057385,1.8631694125569038,0.012836077863000443,1.74,1.0
84,Linear,Tonic,0.15,0.34469907864004895,1.834018308753506,0.01162414913222229,1.58,1.0
85,Linear,Tonic,0.15,0.30081585119629783,1.8913704158027311,0.0101128632442094,1.74,1.0
86,Linear,Tonic,0.15,0.2900797634285217,1.7852675074899655,0.0036722739547875418,1.7,1.0
87,Linear,Tonic,0.15,0.2997960557842669,1.8576609650065077,0.007782036993251896,1.6600000000000001,1.0
88,Linear,Tonic,0.15,0.3061114484996228,1.8046035552255983,0.006474106444532073,1.6400000000000001,1.0
89,Linear,Tonic,0.15,0.30592029677274096,1.7909193710761027,0.006316480363977116,1.6600000000000001,1.0
90,Linear,Tonic,0.15,0.3530829188663552,1.834627139511793,0.012373049009885494,1.72,1.0
91,Linear,Tonic,0.15,0.3464250966842399,1.856325936027462,0.013256977721188435,1.56,1.0
92,Linear,Tonic,0.15,0.31908905007703786,1.8793718588943478,0.008806161262328952,1.7,1.0
93,Linear,Tonic,0.15,0.3195649648478446,1.7892248717512647,0.0075487594567915876,1.7,1.0
94,Linear,Tonic,0.15,0.3206235967845419,1.8164264511728752,0.008759373995564543,1.74,1.0
95,Linear,Tonic,0.15,0.33074138264191383,1.9337991419130323,0.01582846435263108,1.6600000000000001,1.0
96,Linear,Tonic,0.15,0.34704586417896494,1.893706464063123,0.01940340955690285,1.6,1.0
97,Linear,Tonic,0.15,0.30574056998505195,1.8839737293782595,0.010497879528128726,1.62,1.0
98,Linear,Tonic,0.15,0.27971818004398136,1.7994743115734224,0.0032879763079702888,1.7,1.0
99,Linear,Tonic,0.15,0.30672429253227823,1.8098420903593713,0.010001529529099627,1.76,1.0
100,Linear,Tonic,0.15,0.3027735468753824,1.861557831942445,0.010474381440284902,1.74,1.0
101,Linear,Tonic,0.15,0.29839424510750834,1.8080883242931431,0.006224175832664051,1.6,1.0
102,Linear,Tonic,0.15,0.29849994475267877,1.919038678242746,0.011370779877800528,1.74,1.0
103,Linear,Tonic,0.15,0.3213168390523347,1.9182159343999006,0.014865709643328255,1.6400000000000001,1.0
104,Linear,Tonic,0.15,0.30401747444447685,1.8528505889989901,0.0076805571472608625,1.6400000000000001,1.0
105,Linear,Tonic,0.15,0.3476990949938553,1.9284321725910707,0.017497127285528845,1.56,1.0
106,Linear,Tonic,0.15,0.32560131102687345,1.946534448448543,0.016488118621269206,1.6600000000000001,1.0
107,Linear,Tonic,0.15,0.310816924145109,1.8523520177446269,0.010156564479755058,1.6600000000000001,1.0
108,Linear,Tonic,0.15,0.36919701814473055,1.847538196618574,0.013698866029085656,1.82,1.0
109,Linear,Tonic,0.15,0.32077569267089534,1.934901498239038,0.01715113711407137,1.6600000000000001,1.0
110,Linear,Tonic,0.15,0.3232065527176949,1.9116218860040104,0.013486295988384371,1.72,1.0
111,Linear,Tonic,0.15,0.2990924557210244,1.833518987213638,0.008217574329965949,1.6600000000000001,1.0
112,Linear,Tonic,0.15,0.35783051165898716,1.9450120739905723,0.020524194462873412,1.7,1.0
113,Linear,Tonic,0.15,0.28912350168832723,1.8458462832694418,0.006102497761225944,1.6600000000000001,1.0
114,Linear,Tonic,0.15,0.28533459413928297,1.830992366451768,0.003446179204761223,1.62,1.0
115,Linear,Tonic,0.15,0.33307668796849804,1.9054787013250498,0.01266454564019488,1.68,1.0
116,Linear,Tonic,0.15,0.3467558806051908,2.0157985256261934,0.020831532947270113,1.6600000000000001,1.0
117,Linear,Tonic,0.15,0.3330029350301211,1.850672165728915,0.014434920811558795,1.76,1.0
118,Linear,Tonic,0.15,0.29553902486973593,1.8133570485040076,0.006307038050088469,1.56,1.0
119,Linear,Tonic,0.15,0.31522724605702784,1.9096332399374278,0.00968290741588541,1.76,1.0
120,Linear,Tonic,0.15,0.3343911382719737,1.89757274085407,0.012065874585884736,1.7,1.0
121,Linear,Tonic,0.15,0.333061770144756,1.8835889355018725,0.01860756923301431,1.6600000000000001,1.0
122,Linear,Tonic,0.15,0.35113419164371007,1.9340116889757233,0.019992639975348205,1.74,1.0
123,Linear,Tonic,0.15,0.3780498273668025,1.9056741152612615,0.022826351055400162,1.68,1.0
124,Linear,Tonic,0.15,0.2873882339725676,1.7602661280443663,0.00447925040772673,1.6400000000000001,1.0
125,Linear,Tonic,0.15,0.33019367063283334,1.8863405401079911,0.015354046426885844,1.6600000000000001,1.0
126,Linear,Tonic,0.15,0.3133126265722525,1.9026167178174318,0.012237462382263378,1.76,1.0
127,Linear,Tonic,0.15,0.3072542789356083,1.8209801773817542,0.0068771013640720165,1.6400000000000001,1.0
128,Linear,Tonic,0.15,0.3227289597599092,1.9289116208721724,0.017410414674948204,1.68,1.0
129,Linear,Tonic,0.15,0.365096697830199,1.8617036082701919,0.019317785762092712,1.6600000000000001,1.0
130,Linear,Tonic,0.15,0.27285803384670515,1.7748222512622551,0.00154145063943649,1.6600000000000001,1.0
131,Linear,Tonic,0.15,0.35089607244761295,1.8357823463562102,0.012896618419052742,1.62,1.0
132,Linear,Tonic,0.15,0.29806031586175136,1.8918588641070404,0.01044315370279141,1.68,1.0
133,Linear,Tonic,0.15,0.3607016522760228,1.9700295973991688,0.020694268312807306,1.7,1.0
134,Linear,Tonic,0.15,0.419109625069263,1.9441995318800112,0.03101258231440716,1.76,1.0
135,Linear,Tonic,0.15,0.3819283678127565,1.8019095351576164,0.020875672377388552,1.6600000000000001,1.0
136,Linear,Tonic,0.15,0.3017438067830449,1.8972041550748378,0.009872611860927217,1.6600000000000001,1.0
137,Linear,Tonic,0.15,0.32116215355619837,1.8041259731254513,0.009029844900894115,1.6600000000000001,1.0
138,Linear,Tonic,0.15,0.32482004603371517,1.8605043191502835,0.01687360083390817,1.6400000000000001,1.0
139,Linear,Tonic,0.15,0.3711923300211961,1.9206843667635536,0.030587514828356258,1.6400000000000001,1.0
140,Linear,Tonic,0.15,0.3214714517101249,1.802385011268041,0.009973194376578,1.72,1.0
141,Linear,Tonic,0.15,0.29537169133261854,1.797000699844065,0.005261869674286378,1.6400000000000001,1.0
142,Linear,Tonic,0.15,0.29480596955191174,1.778205364303416,0.006140655871432417,1.74,1.0
143,Linear,Tonic,0.15,0.34167899774746846,1.830955678408315,0.010011358870756049,1.58,1.0
144,Linear,Tonic,0.15,0.32269728300695255,1.9280045656290876,0.019085168320616106,1.76,1.0
145,Linear,Tonic,0.15,0.32194953425426476,1.8370079628596427,0.012037412662655199,1.72,1.0
146,Linear,Tonic,0.15,0.3079381709427386,1.8135266599443953,0.007892163507079993,1.6600000000000001,1.0
147,Linear,Tonic,0.15,0.3132936283286198,1.8741030707565274,0.010004139484200054,1.6600000000000001,1.0
148,Linear,Tonic,0.15,0.33060237985764285,1.8633075762875444,0.01273214640314781,1.7,1.0
149,Linear,Tonic,0.15,0.33183842319714785,1.900886294624897,0.016147573451365273,1.7,1.0
150,Linear,Tonic,0.15,0.3523436413202539,1.8510608015990322,0.014130639163870131,1.74,1.0
151,Linear,Tonic,0.15,0.3339341374632059,1.904331732058269,0.01712748634548453,1.7,1.0
152,Linear,Tonic,0.15,0.33506081789571734,1.9112823199165465,0.01501512410192389,1.58,1.0
153,Linear,Tonic,0.15,0.29234741132301284,1.837708375480928,0.004369320875364519,1.68,1.0
154,Linear,Tonic,0.15,0.305749917349583,1.8761930073438968,0.009771433058633136,1.72,1.0
155,Linear,Tonic,0.15,0.29785341965042483,1.740021678500071,0.005143989585917495,1.54,1.0
156,Linear,Tonic,0.15,0.3226941237208561,1.948676915140933,0.01778104827128854,1.6400000000000001,1.0
157,Linear,Tonic,0.15,0.409651382974838,1.8743227051380043,0.019590890305549304,1.74,1.0
158,Linear,Tonic,0.15,0.33146517363220707,1.8802176300193492,0.014680120713183295,1.58,1.0
159,Linear,Tonic,0.15,0.30374146920726597,1.837202015811468,0.005815542715520023,1.72,1.0
160,Linear,Tonic,0.15,0.27265764857409464,1.7579613145304158,0.0026248174503278434,1.6600000000000001,1.0
161,Linear,Tonic,0.15,0.3414792628757572,1.826846984406213,0.013453000854519524,1.7,1.0
162,Linear,Tonic,0.15,0.3002493749329875,1.8262795711341118,0.007331529070001698,1.74,1.0
163,Linear,Tonic,0.15,0.3109276949692431,1.9207064360127037,0.009497053060844111,1.7,1.0
164,Linear,Tonic,0.15,0.35921397684023243,1.9450221120840445,0.021321357688992737,1.7,1.0
165,Linear,Tonic,0.15,0.30100329817409505,1.9082318849508857,0.00890547707024184,1.72,1.0
166,Linear,Tonic,0.15,0.3620737441437818,1.9055565130249204,0.018290223790406023,1.6600000000000001,1.0
