pattern,uptake_factor,metric,mean,sd,sem,ci95_low,ci95_high
Poisson,1.5,auc_ngu_ms,206.3058847634039,21.073915900933454,1.2167031018283463,203.92114668382033,208.69062284298747
Poisson,1.5,excess_auc_ngu_ms,24.724374827847598,15.526765959263438,0.8964382506225063,22.967355856627485,26.48139379906771
Poisson,1.5,time_above_ms,57.9675,16.892562890812833,0.9752925732313471,56.05592655646656,59.87907344353344
Poisson,1.5,near_saturation_ms,5.604166666666667,7.435212320194818,0.42927218345464996,4.7627931870955535,6.44554014623778
Poisson,1.5,clearance_ms,23.163333333333334,5.529525996688057,0.3192473322678883,22.537608562088273,23.789058104578395
Burst,0.5,peak_ngu,4.64588921081897,0.24043345570156055,0.013881432037148794,4.6186816040261585,4.673096817611781
Burst,0.5,auc_ngu_ms,1157.3786699525829,67.26942193468807,3.8838018862222667,1149.7664182555873,1164.9909216495785
Burst,0.5,excess_auc_ngu_ms,636.1904300597166,52.89327432831939,3.053794617177592,630.2049926100485,642.1758675093847
Burst,0.5,time_above_ms,414.695,15.814530964657378,0.9130523709552608,412.90541735292766,416.48458264707233
Burst,0.5,near_saturation_ms,269.12416666666667,15.593880359115353,0.9003131023046066,267.35955298614965,270.8887803471837
Burst,0.5,clearance_ms,145.33416666666668,7.646328887582534,0.44146100415581874,144.46890309852128,146.19943023481207
Burst,0.75,peak_ngu,4.343394466193307,0.23735539404503322,0.013703720064550961,4.316535174866787,4.370253757519827
Burst,0.75,auc_ngu_ms,770.5323254268285,46.67167105314117,2.6945901846060716,765.2509286650006,775.8137221886564
Burst,0.75,excess_auc_ngu_ms,405.01803300113517,36.317479106827165,2.096790633861527,400.90832335876655,409.1277426435038
Burst,0.75,time_above_ms,288.93833333333333,11.618282094108542,0.6707818294554575,287.6236009476006,290.25306571906606
Burst,0.75,near_saturation_ms,180.37833333333333,11.56408408354042,0.6676527058563527,179.06973402985489,181.68693263681178
Burst,0.75,clearance_ms,95.24916666666667,5.453608633677334,0.31486424127084756,94.6320327537758,95.86630057955753
Burst,1.0,peak_ngu,4.048636168974168,0.2339027950649796,0.013504384169497183,4.022167576001953,4.075104761946383
Burst,1.0,auc_ngu_ms,562.0914112403116,35.09982802268708,2.026489515740795,558.1194917894596,566.0633306911635
Burst,1.0,excess_auc_ngu_ms,279.53174865677477,27.016852892443005,1.5598187290108487,276.4745039479135,282.58899336563604
Burst,1.0,time_above_ms,221.25333333333333,9.142178093313161,0.5278238983153852,220.2187984926352,222.28786817403147
Burst,1.0,near_saturation_ms,130.30416666666667,10.129914025603044,0.5848508589549682,129.15785898311495,131.4504743502184
Burst,1.0,clearance_ms,68.88833333333334,4.216203084576239,0.24342259858382215,68.41122504010904,69.36544162655763
Burst,1.25,peak_ngu,3.762547688239773,0.23000648077067193,0.01327943035883059,3.736520004736465,3.7885753717430806
Burst,1.25,auc_ngu_ms,432.225562433329,27.6823935914815,1.5982437391855013,429.0930047045254,435.3581201621326
Burst,1.25,excess_auc_ngu_ms,201.1682391037578,21.070452144484662,1.2165031217565345,198.783892985115,203.5525852224006
Burst,1.25,time_above_ms,179.02,7.499053451975475,0.4329580529165432,178.17140221628358,179.86859778371644
Burst,1.25,near_saturation_ms,96.50666666666666,9.4194102710877,0.543829905562001,95.44076005176514,97.57257328156818
Burst,1.25,clearance_ms,52.663333333333334,3.4138938363656646,0.19710125254105204,52.27701487835287,53.049651788313795
Burst,1.5,peak_ngu,3.4862637914031227,0.2256332211673306,0.013026940097908066,3.460730988811223,3.5117965939950224
Burst,1.5,auc_ngu_ms,343.96141407247336,22.518511189846453,1.3001068497207449,341.4132046470207,346.50962349792604
Burst,1.5,excess_auc_ngu_ms,147.941156031352,16.939325228043813,0.9779923980301714,146.02429093121285,149.85802113149114
Burst,1.5,time_above_ms,149.98333333333332,6.550719704815578,0.37820597849610593,149.24204961548097,150.72461705118567
Burst,1.5,near_saturation_ms,70.71333333333334,8.997462791132563,0.5194687564484026,69.69517457069446,71.73149209597221
Burst,1.5,clearance_ms,41.70333333333333,2.851375110766127,0.16462421877614222,41.380669864532095,42.02599680213457
